,outcome,redTeam1,redTeam1R,redTeam2,redTeam2R,redTeam3,redTeam3R,redTeam4,redTeam4R,redTeam5,redTeam5R,blueTeam1,blueTeam1R,blueTeam2,blueTeam2R,blueTeam3,blueTeam3R,blueTeam4,blueTeam4R,blueTeam5,blueTeam5R
0,1,8,TOP,35,JUNGLE,42,MIDDLE,145,BOTTOM,89,UTILITY,58,TOP,9,JUNGLE,154,MIDDLE,81,BOTTOM,78,UTILITY
0,1,24,TOP,35,JUNGLE,517,MIDDLE,147,BOTTOM,555,UTILITY,4,TOP,5,JUNGLE,238,MIDDLE,63,BOTTOM,526,UTILITY
0,1,84,TOP,35,JUNGLE,777,MIDDLE,81,BOTTOM,350,UTILITY,4,TOP,120,JUNGLE,268,MIDDLE,523,BOTTOM,147,UTILITY
0,1,24,TOP,35,JUNGLE,101,MIDDLE,145,BOTTOM,517,UTILITY,78,TOP,83,JUNGLE,81,MIDDLE,910,BOTTOM,53,UTILITY
0,1,150,TOP,76,JUNGLE,20,MIDDLE,119,BOTTOM,517,UTILITY,86,TOP,56,JUNGLE,163,MIDDLE,22,BOTTOM,43,UTILITY
0,1,54,TOP,35,JUNGLE,18,MIDDLE,63,BOTTOM,267,UTILITY,6,TOP,76,JUNGLE,42,MIDDLE,119,BOTTOM,89,UTILITY
0,0,36,TOP,35,JUNGLE,134,MIDDLE,360,BOTTOM,89,UTILITY,154,TOP,60,JUNGLE,236,MIDDLE,45,BOTTOM,78,UTILITY
0,1,240,TOP,35,JUNGLE,61,MIDDLE,22,BOTTOM,147,UTILITY,266,TOP,120,JUNGLE,711,MIDDLE,81,BOTTOM,26,UTILITY
0,1,122,TOP,35,JUNGLE,85,MIDDLE,222,BOTTOM,111,UTILITY,8,TOP,80,JUNGLE,99,MIDDLE,15,BOTTOM,40,UTILITY
0,1,86,TOP,77,JUNGLE,127,MIDDLE,222,BOTTOM,117,UTILITY,887,TOP,35,JUNGLE,517,MIDDLE,523,BOTTOM,40,UTILITY
0,1,6,TOP,76,JUNGLE,77,MIDDLE,145,BOTTOM,111,UTILITY,114,TOP,35,JUNGLE,910,MIDDLE,29,BOTTOM,350,UTILITY
0,1,36,TOP,35,JUNGLE,7,MIDDLE,222,BOTTOM,902,UTILITY,6,TOP,64,JUNGLE,127,MIDDLE,45,BOTTOM,432,UTILITY
0,1,2,TOP,35,JUNGLE,18,MIDDLE,222,BOTTOM,26,UTILITY,17,TOP,30,JUNGLE,69,MIDDLE,145,BOTTOM,89,UTILITY
0,1,6,TOP,35,JUNGLE,91,MIDDLE,222,BOTTOM,555,UTILITY,223,TOP,254,JUNGLE,61,MIDDLE,81,BOTTOM,497,UTILITY
0,1,266,TOP,35,JUNGLE,221,MIDDLE,145,BOTTOM,40,UTILITY,77,TOP,107,JUNGLE,69,MIDDLE,147,BOTTOM,432,UTILITY
0,1,24,TOP,56,JUNGLE,81,MIDDLE,115,BOTTOM,497,UTILITY,164,TOP,245,JUNGLE,42,MIDDLE,145,BOTTOM,111,UTILITY
0,0,39,TOP,876,JUNGLE,42,MIDDLE,901,BOTTOM,26,UTILITY,36,TOP,35,JUNGLE,777,MIDDLE,81,BOTTOM,43,UTILITY
0,0,67,TOP,64,JUNGLE,950,MIDDLE,147,BOTTOM,12,UTILITY,240,TOP,79,JUNGLE,236,MIDDLE,81,BOTTOM,143,UTILITY
0,1,86,TOP,64,JUNGLE,3,MIDDLE,147,BOTTOM,12,UTILITY,119,TOP,234,JUNGLE,950,MIDDLE,115,BOTTOM,63,UTILITY
0,1,80,TOP,5,JUNGLE,69,MIDDLE,22,BOTTOM,497,UTILITY,68,TOP,202,MIDDLE,64,JUNGLE,910,BOTTOM,235,UTILITY
0,0,23,TOP,30,JUNGLE,18,MIDDLE,147,BOTTOM,497,UTILITY,80,TOP,77,JUNGLE,7,MIDDLE,222,BOTTOM,40,UTILITY
0,0,122,TOP,876,JUNGLE,236,MIDDLE,910,BOTTOM,89,UTILITY,58,TOP,77,JUNGLE,115,MIDDLE,901,BOTTOM,888,UTILITY
0,0,84,TOP,203,JUNGLE,268,MIDDLE,119,BOTTOM,201,UTILITY,164,TOP,20,JUNGLE,42,MIDDLE,910,BOTTOM,432,UTILITY
0,1,36,TOP,120,JUNGLE,38,MIDDLE,147,BOTTOM,235,UTILITY,58,TOP,121,JUNGLE,112,MIDDLE,29,BOTTOM,117,UTILITY
0,0,106,TOP,876,JUNGLE,523,BOTTOM,39,MIDDLE,26,UTILITY,122,TOP,234,JUNGLE,245,MIDDLE,147,BOTTOM,432,UTILITY
0,0,39,TOP,9,JUNGLE,81,MIDDLE,29,BOTTOM,22,UTILITY,150,TOP,77,JUNGLE,7,MIDDLE,51,BOTTOM,555,UTILITY
0,0,114,TOP,77,JUNGLE,61,MIDDLE,145,BOTTOM,89,UTILITY,126,TOP,83,JUNGLE,55,MIDDLE,22,BOTTOM,40,UTILITY
0,0,78,TOP,77,JUNGLE,221,MIDDLE,145,BOTTOM,517,UTILITY,86,TOP,876,JUNGLE,42,MIDDLE,236,BOTTOM,555,UTILITY
0,0,122,TOP,33,JUNGLE,136,MIDDLE,202,BOTTOM,147,UTILITY,19,TOP,77,JUNGLE,18,MIDDLE,96,BOTTOM,555,UTILITY
0,1,122,TOP,77,JUNGLE,84,MIDDLE,221,BOTTOM,412,UTILITY,68,TOP,120,JUNGLE,42,MIDDLE,429,BOTTOM,555,UTILITY
0,0,68,TOP,121,JUNGLE,777,MIDDLE,99,BOTTOM,143,UTILITY,13,TOP,245,JUNGLE,42,MIDDLE,22,BOTTOM,89,UTILITY
0,1,5,TOP,77,JUNGLE,18,MIDDLE,29,UTILITY,235,BOTTOM,68,TOP,234,JUNGLE,777,MIDDLE,110,BOTTOM,412,UTILITY
0,0,266,TOP,120,JUNGLE,42,MIDDLE,145,BOTTOM,111,UTILITY,887,TOP,141,JUNGLE,7,MIDDLE,221,BOTTOM,12,UTILITY
0,0,64,TOP,497,UTILITY,42,MIDDLE,81,BOTTOM,77,JUNGLE,164,TOP,121,JUNGLE,18,MIDDLE,63,BOTTOM,235,UTILITY
0,0,114,TOP,876,JUNGLE,80,MIDDLE,145,BOTTOM,555,UTILITY,79,TOP,77,JUNGLE,236,MIDDLE,81,BOTTOM,43,UTILITY
0,1,24,TOP,77,JUNGLE,136,MIDDLE,221,BOTTOM,497,UTILITY,4,TOP,163,JUNGLE,42,MIDDLE,81,BOTTOM,78,UTILITY
0,1,79,TOP,121,JUNGLE,55,MIDDLE,236,BOTTOM,201,UTILITY,126,TOP,63,JUNGLE,54,MIDDLE,51,BOTTOM,99,UTILITY
0,1,518,TOP,77,JUNGLE,777,MIDDLE,147,BOTTOM,99,UTILITY,58,TOP,200,JUNGLE,42,MIDDLE,901,BOTTOM,555,UTILITY
0,1,4,TOP,30,JUNGLE,42,MIDDLE,236,BOTTOM,53,UTILITY,268,TOP,77,JUNGLE,18,MIDDLE,81,BOTTOM,40,UTILITY
0,1,4,TOP,63,JUNGLE,18,MIDDLE,22,BOTTOM,89,UTILITY,86,TOP,77,JUNGLE,777,MIDDLE,81,BOTTOM,143,UTILITY
0,1,8,TOP,77,JUNGLE,39,MIDDLE,81,BOTTOM,43,UTILITY,154,TOP,104,JUNGLE,38,MIDDLE,145,BOTTOM,1,UTILITY
0,0,68,TOP,200,JUNGLE,86,MIDDLE,81,BOTTOM,89,UTILITY,1,TOP,77,JUNGLE,236,MIDDLE,145,BOTTOM,201,UTILITY
0,0,86,TOP,77,JUNGLE,236,MIDDLE,222,BOTTOM,101,UTILITY,164,TOP,154,JUNGLE,18,MIDDLE,21,BOTTOM,412,UTILITY
0,0,78,TOP,30,JUNGLE,236,MIDDLE,145,BOTTOM,526,UTILITY,10,TOP,77,JUNGLE,45,MIDDLE,222,BOTTOM,89,UTILITY
0,1,4,TOP,77,JUNGLE,42,MIDDLE,203,BOTTOM,89,UTILITY,897,TOP,63,JUNGLE,950,MIDDLE,222,BOTTOM,412,UTILITY
0,0,164,TOP,76,JUNGLE,42,MIDDLE,221,BOTTOM,89,UTILITY,4,TOP,77,JUNGLE,7,MIDDLE,22,BOTTOM,117,UTILITY
0,1,75,TOP,5,JUNGLE,777,MIDDLE,147,BOTTOM,43,UTILITY,72,TOP,120,JUNGLE,910,MIDDLE,523,BOTTOM,902,UTILITY
0,0,114,TOP,203,JUNGLE,42,MIDDLE,45,BOTTOM,235,UTILITY,164,TOP,120,JUNGLE,55,MIDDLE,901,BOTTOM,80,UTILITY
0,1,6,TOP,245,JUNGLE,246,MIDDLE,222,BOTTOM,432,UTILITY,92,TOP,63,JUNGLE,80,MIDDLE,81,BOTTOM,147,UTILITY
0,1,6,TOP,30,JUNGLE,111,UTILITY,119,BOTTOM,18,MIDDLE,24,TOP,234,JUNGLE,236,MIDDLE,63,BOTTOM,12,UTILITY
0,1,6,TOP,163,JUNGLE,136,MIDDLE,110,BOTTOM,555,UTILITY,58,TOP,120,JUNGLE,69,MIDDLE,221,BOTTOM,432,UTILITY
0,0,64,TOP,63,JUNGLE,266,MIDDLE,81,BOTTOM,111,UTILITY,126,TOP,104,JUNGLE,887,MIDDLE,145,BOTTOM,526,UTILITY
0,1,30,JUNGLE,126,TOP,18,MIDDLE,145,BOTTOM,111,UTILITY,6,TOP,63,JUNGLE,42,MIDDLE,81,BOTTOM,201,UTILITY
0,0,86,TOP,30,JUNGLE,429,MIDDLE,222,BOTTOM,101,UTILITY,68,TOP,143,JUNGLE,236,MIDDLE,81,BOTTOM,526,UTILITY
0,0,164,TOP,30,JUNGLE,236,MIDDLE,21,BOTTOM,497,UTILITY,6,TOP,76,JUNGLE,42,MIDDLE,22,BOTTOM,143,UTILITY
0,0,6,TOP,33,JUNGLE,7,MIDDLE,22,BOTTOM,201,UTILITY,85,TOP,59,JUNGLE,238,MIDDLE,901,BOTTOM,40,UTILITY
0,0,266,TOP,107,JUNGLE,910,MIDDLE,236,BOTTOM,111,UTILITY,6,TOP,200,JUNGLE,7,MIDDLE,145,BOTTOM,267,UTILITY
0,1,2,TOP,154,JUNGLE,61,MIDDLE,429,BOTTOM,111,UTILITY,6,TOP,78,JUNGLE,84,MIDDLE,202,BOTTOM,22,UTILITY
0,0,6,TOP,154,JUNGLE,18,MIDDLE,429,BOTTOM,12,UTILITY,64,TOP,163,JUNGLE,81,MIDDLE,145,BOTTOM,89,UTILITY
0,1,6,TOP,59,JUNGLE,136,MIDDLE,18,BOTTOM,497,UTILITY,236,TOP,154,JUNGLE,711,MIDDLE,29,BOTTOM,555,UTILITY
0,1,6,TOP,30,JUNGLE,18,MIDDLE,143,BOTTOM,89,UTILITY,54,TOP,76,JUNGLE,157,MIDDLE,21,BOTTOM,12,UTILITY
0,0,78,TOP,28,JUNGLE,81,MIDDLE,202,BOTTOM,99,UTILITY,6,TOP,30,JUNGLE,236,MIDDLE,22,BOTTOM,53,UTILITY
0,0,54,TOP,76,JUNGLE,81,MIDDLE,221,BOTTOM,78,UTILITY,86,TOP,28,JUNGLE,126,MIDDLE,145,BOTTOM,89,UTILITY
0,1,6,TOP,9,JUNGLE,517,MIDDLE,119,BOTTOM,25,UTILITY,82,TOP,234,JUNGLE,518,MIDDLE,523,BOTTOM,89,UTILITY
0,0,6,TOP,163,JUNGLE,950,MIDDLE,498,BOTTOM,497,UTILITY,14,TOP,63,JUNGLE,42,MIDDLE,236,BOTTOM,267,UTILITY
0,1,6,TOP,876,JUNGLE,429,MIDDLE,145,BOTTOM,111,UTILITY,85,TOP,57,JUNGLE,950,MIDDLE,236,BOTTOM,902,UTILITY
0,1,6,TOP,143,JUNGLE,246,MIDDLE,145,BOTTOM,154,UTILITY,4,TOP,80,JUNGLE,131,MIDDLE,221,BOTTOM,350,UTILITY
0,1,6,TOP,102,JUNGLE,134,MIDDLE,21,BOTTOM,147,UTILITY,266,TOP,59,JUNGLE,7,MIDDLE,18,BOTTOM,53,UTILITY
0,1,6,TOP,72,JUNGLE,42,MIDDLE,236,BOTTOM,412,UTILITY,10,TOP,234,JUNGLE,163,MIDDLE,81,BOTTOM,497,UTILITY
0,0,75,TOP,234,JUNGLE,134,MIDDLE,145,BOTTOM,412,UTILITY,24,TOP,102,JUNGLE,133,MIDDLE,221,BOTTOM,497,UTILITY
0,1,164,TOP,35,JUNGLE,711,MIDDLE,119,BOTTOM,147,UTILITY,84,TOP,234,JUNGLE,517,MIDDLE,432,UTILITY,51,BOTTOM
0,1,164,TOP,120,JUNGLE,910,MIDDLE,202,BOTTOM,40,UTILITY,27,TOP,234,JUNGLE,145,MIDDLE,221,BOTTOM,235,UTILITY
0,0,74,TOP,64,JUNGLE,268,MIDDLE,81,BOTTOM,22,UTILITY,164,TOP,234,JUNGLE,7,MIDDLE,236,BOTTOM,267,UTILITY
0,0,67,TOP,517,JUNGLE,86,MIDDLE,15,BOTTOM,267,UTILITY,83,MIDDLE,9,JUNGLE,236,TOP,81,BOTTOM,43,UTILITY
0,1,24,TOP,30,JUNGLE,42,MIDDLE,221,BOTTOM,147,UTILITY,4,TOP,64,JUNGLE,236,MIDDLE,145,BOTTOM,7,UTILITY
0,1,67,TOP,76,JUNGLE,897,MIDDLE,145,BOTTOM,78,UTILITY,36,MIDDLE,63,JUNGLE,18,TOP,29,BOTTOM,888,UTILITY
0,0,24,TOP,203,JUNGLE,103,MIDDLE,119,BOTTOM,26,UTILITY,164,TOP,113,JUNGLE,245,MIDDLE,221,BOTTOM,117,UTILITY
0,0,43,UTILITY,64,JUNGLE,7,MIDDLE,81,BOTTOM,266,TOP,67,TOP,75,JUNGLE,134,MIDDLE,119,BOTTOM,111,UTILITY
0,0,266,TOP,200,JUNGLE,103,MIDDLE,81,BOTTOM,147,UTILITY,106,TOP,60,JUNGLE,7,MIDDLE,51,BOTTOM,526,UTILITY
0,0,13,TOP,64,JUNGLE,77,MIDDLE,30,BOTTOM,235,UTILITY,122,TOP,113,JUNGLE,55,MIDDLE,202,BOTTOM,111,UTILITY
0,0,67,TOP,25,JUNGLE,950,MIDDLE,18,BOTTOM,111,UTILITY,897,TOP,19,JUNGLE,7,MIDDLE,96,BOTTOM,40,UTILITY
0,0,81,MIDDLE,121,JUNGLE,68,TOP,21,BOTTOM,555,UTILITY,266,TOP,104,JUNGLE,711,MIDDLE,145,BOTTOM,79,UTILITY
0,1,106,TOP,120,JUNGLE,236,MIDDLE,99,BOTTOM,117,UTILITY,6,TOP,887,JUNGLE,112,MIDDLE,221,BOTTOM,350,UTILITY
0,0,54,MIDDLE,63,JUNGLE,777,TOP,145,BOTTOM,555,UTILITY,58,TOP,77,JUNGLE,67,MIDDLE,21,BOTTOM,111,UTILITY
0,0,8,TOP,203,JUNGLE,134,MIDDLE,157,BOTTOM,111,UTILITY,24,TOP,234,JUNGLE,910,MIDDLE,145,BOTTOM,497,UTILITY
0,1,23,TOP,234,JUNGLE,134,MIDDLE,910,BOTTOM,89,UTILITY,41,TOP,77,JUNGLE,236,MIDDLE,115,BOTTOM,497,UTILITY
0,1,75,TOP,59,JUNGLE,134,MIDDLE,22,BOTTOM,902,UTILITY,85,TOP,145,JUNGLE,157,MIDDLE,81,BOTTOM,26,UTILITY
0,1,236,TOP,163,JUNGLE,79,MIDDLE,222,BOTTOM,40,UTILITY,6,TOP,64,JUNGLE,555,MIDDLE,221,BOTTOM,350,UTILITY
0,1,75,TOP,120,JUNGLE,119,MIDDLE,143,BOTTOM,235,UTILITY,69,MIDDLE,104,JUNGLE,18,TOP,147,BOTTOM,201,UTILITY
0,1,75,TOP,421,JUNGLE,13,MIDDLE,145,BOTTOM,111,UTILITY,8,TOP,30,JUNGLE,157,MIDDLE,523,BOTTOM,875,UTILITY
0,0,75,TOP,30,JUNGLE,236,MIDDLE,145,BOTTOM,518,UTILITY,154,TOP,163,JUNGLE,246,MIDDLE,110,BOTTOM,267,UTILITY
0,0,80,TOP,102,JUNGLE,74,MIDDLE,81,BOTTOM,43,UTILITY,875,TOP,141,JUNGLE,8,MIDDLE,523,BOTTOM,412,UTILITY
0,0,266,TOP,245,JUNGLE,74,MIDDLE,145,BOTTOM,555,UTILITY,897,TOP,64,JUNGLE,18,MIDDLE,236,BOTTOM,3,UTILITY
0,1,8,TOP,427,JUNGLE,91,MIDDLE,360,BOTTOM,40,UTILITY,101,TOP,163,JUNGLE,777,MIDDLE,81,BOTTOM,78,UTILITY
0,1,81,TOP,254,JUNGLE,127,MIDDLE,119,BOTTOM,44,UTILITY,266,TOP,777,MIDDLE,30,JUNGLE,18,BOTTOM,117,UTILITY
0,1,107,TOP,63,JUNGLE,3,MIDDLE,222,BOTTOM,53,UTILITY,420,TOP,35,JUNGLE,61,MIDDLE,901,BOTTOM,432,UTILITY
0,1,86,TOP,64,JUNGLE,268,MIDDLE,221,BOTTOM,40,UTILITY,58,TOP,63,JUNGLE,142,MIDDLE,81,BOTTOM,432,UTILITY
0,0,110,TOP,120,JUNGLE,81,MIDDLE,115,BOTTOM,432,UTILITY,68,TOP,64,JUNGLE,202,MIDDLE,901,BOTTOM,111,UTILITY
0,0,777,TOP,876,JUNGLE,163,MIDDLE,221,BOTTOM,89,UTILITY,75,TOP,143,JUNGLE,18,MIDDLE,222,BOTTOM,902,UTILITY
0,0,75,TOP,254,JUNGLE,163,MIDDLE,21,BOTTOM,526,UTILITY,41,TOP,77,JUNGLE,103,MIDDLE,222,BOTTOM,111,UTILITY
0,1,36,TOP,254,JUNGLE,99,MIDDLE,221,BOTTOM,497,UTILITY,897,TOP,64,JUNGLE,268,MIDDLE,222,BOTTOM,89,UTILITY
0,1,58,TOP,143,JUNGLE,133,MIDDLE,99,BOTTOM,89,UTILITY,39,TOP,421,JUNGLE,268,MIDDLE,147,BOTTOM,61,UTILITY
0,0,36,TOP,876,JUNGLE,166,MIDDLE,51,BOTTOM,89,UTILITY,897,TOP,910,UTILITY,234,JUNGLE,202,BOTTOM,69,MIDDLE
0,1,897,TOP,143,JUNGLE,110,MIDDLE,22,BOTTOM,201,UTILITY,150,TOP,876,JUNGLE,236,MIDDLE,119,BOTTOM,89,UTILITY
0,0,126,TOP,63,JUNGLE,18,MIDDLE,202,BOTTOM,111,UTILITY,4,TOP,121,JUNGLE,110,MIDDLE,81,BOTTOM,147,UTILITY
0,1,164,TOP,200,JUNGLE,85,MIDDLE,145,BOTTOM,555,UTILITY,897,TOP,63,JUNGLE,81,MIDDLE,221,BOTTOM,497,UTILITY
0,1,4,TOP,222,BOTTOM,81,MIDDLE,63,JUNGLE,526,UTILITY,897,TOP,77,JUNGLE,18,MIDDLE,145,BOTTOM,111,UTILITY
0,0,266,TOP,63,JUNGLE,777,MIDDLE,42,BOTTOM,147,UTILITY,126,TOP,9,JUNGLE,81,MIDDLE,143,BOTTOM,164,UTILITY
0,1,68,TOP,121,JUNGLE,90,MIDDLE,222,BOTTOM,412,UTILITY,79,TOP,64,JUNGLE,7,MIDDLE,202,BOTTOM,497,UTILITY
0,0,58,TOP,234,JUNGLE,910,MIDDLE,555,UTILITY,115,BOTTOM,114,TOP,64,JUNGLE,103,MIDDLE,22,BOTTOM,78,UTILITY
0,0,4,TOP,91,JUNGLE,7,MIDDLE,63,BOTTOM,89,UTILITY,68,TOP,120,JUNGLE,236,MIDDLE,901,BOTTOM,201,UTILITY
0,1,75,TOP,76,JUNGLE,81,MIDDLE,236,BOTTOM,267,UTILITY,126,TOP,120,JUNGLE,163,MIDDLE,29,BOTTOM,111,UTILITY
0,0,145,TOP,427,JUNGLE,268,MIDDLE,81,BOTTOM,53,UTILITY,58,TOP,77,JUNGLE,103,MIDDLE,22,BOTTOM,902,UTILITY
0,1,79,TOP,234,JUNGLE,18,MIDDLE,432,UTILITY,147,BOTTOM,150,TOP,63,JUNGLE,42,MIDDLE,145,BOTTOM,111,UTILITY
0,1,164,TOP,30,JUNGLE,81,MIDDLE,145,BOTTOM,497,UTILITY,897,TOP,121,JUNGLE,115,BOTTOM,236,MIDDLE,111,UTILITY
0,0,4,TOP,63,JUNGLE,91,MIDDLE,22,BOTTOM,16,UTILITY,92,TOP,9,JUNGLE,18,MIDDLE,236,BOTTOM,267,UTILITY
0,1,24,TOP,887,JUNGLE,236,MIDDLE,81,BOTTOM,43,UTILITY,221,TOP,876,JUNGLE,51,MIDDLE,523,BOTTOM,888,UTILITY
0,0,4,TOP,143,JUNGLE,236,MIDDLE,222,BOTTOM,111,UTILITY,150,TOP,121,JUNGLE,69,MIDDLE,81,BOTTOM,43,UTILITY
0,1,114,TOP,64,JUNGLE,115,MIDDLE,145,BOTTOM,111,UTILITY,86,TOP,76,JUNGLE,238,MIDDLE,18,BOTTOM,40,UTILITY
0,0,92,TOP,5,JUNGLE,111,UTILITY,15,BOTTOM,134,MIDDLE,98,TOP,887,JUNGLE,245,MIDDLE,498,BOTTOM,412,UTILITY
0,1,221,TOP,77,JUNGLE,134,MIDDLE,202,BOTTOM,111,UTILITY,98,TOP,64,JUNGLE,910,MIDDLE,51,BOTTOM,432,UTILITY
0,1,79,TOP,876,JUNGLE,238,MIDDLE,51,BOTTOM,432,UTILITY,421,TOP,35,JUNGLE,126,MIDDLE,81,BOTTOM,78,UTILITY
0,0,240,TOP,9,JUNGLE,236,MIDDLE,145,BOTTOM,33,UTILITY,76,TOP,245,JUNGLE,80,MIDDLE,96,BOTTOM,89,UTILITY
0,1,85,TOP,81,JUNGLE,950,MIDDLE,21,BOTTOM,432,UTILITY,80,TOP,163,JUNGLE,42,MIDDLE,145,BOTTOM,497,UTILITY
0,0,79,TOP,143,JUNGLE,42,MIDDLE,895,BOTTOM,117,UTILITY,875,TOP,63,JUNGLE,68,MIDDLE,360,BOTTOM,111,UTILITY
0,1,67,TOP,76,JUNGLE,79,MIDDLE,236,BOTTOM,267,UTILITY,154,TOP,5,JUNGLE,42,MIDDLE,18,BOTTOM,147,UTILITY
0,0,36,TOP,120,JUNGLE,69,MIDDLE,202,BOTTOM,201,UTILITY,58,TOP,76,JUNGLE,134,MIDDLE,42,BOTTOM,89,UTILITY
0,0,427,TOP,107,JUNGLE,910,MIDDLE,236,BOTTOM,111,UTILITY,92,TOP,876,JUNGLE,86,MIDDLE,15,BOTTOM,117,UTILITY
0,1,54,TOP,63,JUNGLE,950,MIDDLE,145,BOTTOM,78,UTILITY,201,UTILITY,141,JUNGLE,62,TOP,110,BOTTOM,268,MIDDLE
0,0,98,TOP,421,JUNGLE,910,MIDDLE,67,BOTTOM,40,UTILITY,133,TOP,234,JUNGLE,90,MIDDLE,145,BOTTOM,526,UTILITY
0,1,23,TOP,143,JUNGLE,42,MIDDLE,236,BOTTOM,267,UTILITY,98,TOP,91,JUNGLE,18,MIDDLE,145,BOTTOM,43,UTILITY
0,0,54,TOP,64,JUNGLE,147,MIDDLE,51,BOTTOM,35,UTILITY,126,TOP,876,JUNGLE,39,MIDDLE,119,BOTTOM,350,UTILITY
0,0,4,TOP,76,JUNGLE,42,MIDDLE,81,BOTTOM,78,UTILITY,86,TOP,234,JUNGLE,103,MIDDLE,22,BOTTOM,497,UTILITY
0,0,897,TOP,141,JUNGLE,84,MIDDLE,81,BOTTOM,37,UTILITY,68,TOP,35,JUNGLE,42,MIDDLE,69,BOTTOM,16,UTILITY
0,0,114,TOP,5,JUNGLE,42,MIDDLE,145,BOTTOM,223,UTILITY,897,TOP,76,JUNGLE,34,MIDDLE,222,BOTTOM,412,UTILITY
0,1,150,TOP,121,JUNGLE,268,MIDDLE,202,BOTTOM,3,UTILITY,266,TOP,63,JUNGLE,42,MIDDLE,29,BOTTOM,117,UTILITY
0,1,897,TOP,63,JUNGLE,910,MIDDLE,42,BOTTOM,26,UTILITY,4,TOP,143,JUNGLE,119,MIDDLE,429,BOTTOM,72,UTILITY
0,1,897,TOP,876,JUNGLE,910,BOTTOM,42,MIDDLE,101,UTILITY,145,BOTTOM,154,JUNGLE,777,MIDDLE,72,TOP,111,UTILITY
0,0,78,TOP,200,JUNGLE,42,MIDDLE,96,BOTTOM,12,UTILITY,897,TOP,234,JUNGLE,7,MIDDLE,145,BOTTOM,79,UTILITY
0,0,41,TOP,141,JUNGLE,115,MIDDLE,22,BOTTOM,526,UTILITY,166,TOP,163,JUNGLE,950,MIDDLE,901,BOTTOM,111,UTILITY
0,1,157,TOP,76,JUNGLE,18,MIDDLE,429,BOTTOM,78,UTILITY,4,TOP,234,JUNGLE,84,MIDDLE,3,BOTTOM,235,UTILITY
0,1,4,TOP,76,JUNGLE,7,MIDDLE,81,BOTTOM,432,UTILITY,254,TOP,876,JUNGLE,22,MIDDLE,145,BOTTOM,89,UTILITY
0,0,18,MIDDLE,63,JUNGLE,4,TOP,29,BOTTOM,111,UTILITY,68,TOP,64,JUNGLE,136,MIDDLE,429,BOTTOM,22,UTILITY
0,0,266,TOP,254,JUNGLE,126,MIDDLE,147,BOTTOM,555,UTILITY,79,TOP,163,JUNGLE,18,MIDDLE,21,BOTTOM,111,UTILITY
0,0,58,TOP,76,JUNGLE,126,MIDDLE,22,BOTTOM,412,UTILITY,268,TOP,163,JUNGLE,238,MIDDLE,81,BOTTOM,72,UTILITY
0,0,114,TOP,876,JUNGLE,134,MIDDLE,110,BOTTOM,526,UTILITY,74,TOP,76,JUNGLE,18,MIDDLE,119,BOTTOM,164,UTILITY
0,1,98,TOP,203,JUNGLE,61,MIDDLE,895,BOTTOM,53,UTILITY,133,TOP,72,JUNGLE,145,MIDDLE,69,BOTTOM,78,UTILITY
0,1,24,TOP,5,JUNGLE,163,MIDDLE,63,BOTTOM,267,UTILITY,78,TOP,64,JUNGLE,221,MIDDLE,67,BOTTOM,910,UTILITY
0,0,74,TOP,35,JUNGLE,157,MIDDLE,119,BOTTOM,54,UTILITY,58,TOP,234,JUNGLE,517,MIDDLE,221,BOTTOM,350,UTILITY
0,1,163,MIDDLE,64,JUNGLE,84,TOP,145,BOTTOM,517,UTILITY,24,TOP,28,JUNGLE,18,MIDDLE,81,BOTTOM,40,UTILITY
0,0,86,TOP,120,JUNGLE,163,MIDDLE,221,BOTTOM,201,UTILITY,68,TOP,80,JUNGLE,103,MIDDLE,145,BOTTOM,111,UTILITY
0,0,85,TOP,200,JUNGLE,163,MIDDLE,22,BOTTOM,89,UTILITY,106,TOP,113,JUNGLE,777,MIDDLE,145,BOTTOM,12,UTILITY
0,1,24,TOP,121,JUNGLE,61,MIDDLE,221,BOTTOM,412,UTILITY,85,TOP,163,JUNGLE,133,MIDDLE,15,BOTTOM,526,UTILITY
0,0,142,TOP,33,JUNGLE,98,MIDDLE,81,BOTTOM,37,UTILITY,41,TOP,63,JUNGLE,910,MIDDLE,145,BOTTOM,111,UTILITY
0,1,106,TOP,64,JUNGLE,497,UTILITY,81,BOTTOM,7,MIDDLE,4,TOP,80,JUNGLE,910,MIDDLE,221,BOTTOM,111,UTILITY
0,1,4,TOP,143,JUNGLE,18,MIDDLE,119,BOTTOM,89,UTILITY,164,TOP,120,JUNGLE,910,MIDDLE,222,BOTTOM,111,UTILITY
0,1,58,TOP,200,JUNGLE,55,MIDDLE,21,BOTTOM,37,UTILITY,266,TOP,113,JUNGLE,910,MIDDLE,22,BOTTOM,201,UTILITY
0,1,39,TOP,200,JUNGLE,126,MIDDLE,81,BOTTOM,432,UTILITY,69,TOP,121,JUNGLE,777,MIDDLE,145,BOTTOM,40,UTILITY
0,0,39,TOP,24,JUNGLE,7,MIDDLE,221,BOTTOM,89,UTILITY,126,TOP,76,JUNGLE,236,MIDDLE,22,BOTTOM,201,UTILITY
0,0,68,TOP,59,JUNGLE,221,MIDDLE,236,BOTTOM,267,UTILITY,17,TOP,254,JUNGLE,7,MIDDLE,523,BOTTOM,111,UTILITY
0,0,72,TOP,64,JUNGLE,103,MIDDLE,67,BOTTOM,117,UTILITY,114,TOP,143,JUNGLE,268,MIDDLE,145,BOTTOM,53,UTILITY
