,outcome,redTeam1,redTeam1R,redTeam2,redTeam2R,redTeam3,redTeam3R,redTeam4,redTeam4R,redTeam5,redTeam5R,blueTeam1,blueTeam1R,blueTeam2,blueTeam2R,blueTeam3,blueTeam3R,blueTeam4,blueTeam4R,blueTeam5,blueTeam5R
0,0,68,TOP,120,JUNGLE,136,MIDDLE,145,BOTTOM,518,UTILITY,266,TOP,143,JUNGLE,84,MIDDLE,222,BOTTOM,412,UTILITY
0,0,54,TOP,163,JUNGLE,18,MIDDLE,42,BOTTOM,267,UTILITY,63,TOP,91,JUNGLE,236,MIDDLE,21,BOTTOM,555,UTILITY
0,0,107,TOP,120,JUNGLE,91,MIDDLE,147,BOTTOM,350,UTILITY,13,TOP,238,JUNGLE,61,MIDDLE,119,BOTTOM,53,UTILITY
0,1,164,TOP,143,JUNGLE,8,MIDDLE,222,BOTTOM,53,UTILITY,14,TOP,245,JUNGLE,777,MIDDLE,910,BOTTOM,78,UTILITY
0,0,6,TOP,19,JUNGLE,163,MIDDLE,221,BOTTOM,147,UTILITY,13,TOP,121,JUNGLE,518,UTILITY,81,BOTTOM,236,MIDDLE
0,0,164,TOP,35,JUNGLE,72,MIDDLE,81,BOTTOM,111,UTILITY,901,MIDDLE,421,JUNGLE,84,TOP,145,BOTTOM,902,UTILITY
0,1,4,TOP,102,JUNGLE,127,MIDDLE,429,BOTTOM,111,UTILITY,6,TOP,30,JUNGLE,163,MIDDLE,145,BOTTOM,555,UTILITY
0,1,150,TOP,120,JUNGLE,68,MIDDLE,235,BOTTOM,37,UTILITY,23,TOP,91,JUNGLE,517,MIDDLE,895,BOTTOM,147,UTILITY
0,1,122,TOP,56,JUNGLE,910,MIDDLE,360,BOTTOM,89,UTILITY,58,TOP,57,JUNGLE,202,MIDDLE,498,BOTTOM,78,UTILITY
0,0,92,TOP,121,JUNGLE,7,MIDDLE,99,BOTTOM,111,UTILITY,164,TOP,245,JUNGLE,516,MIDDLE,901,BOTTOM,37,UTILITY
0,1,86,TOP,245,JUNGLE,91,MIDDLE,22,BOTTOM,147,UTILITY,154,TOP,19,JUNGLE,4,MIDDLE,145,BOTTOM,111,UTILITY
0,1,8,TOP,121,JUNGLE,101,MIDDLE,96,BOTTOM,9,UTILITY,79,TOP,102,JUNGLE,81,MIDDLE,110,BOTTOM,555,UTILITY
0,1,24,TOP,79,JUNGLE,157,MIDDLE,63,BOTTOM,432,UTILITY,875,TOP,28,JUNGLE,236,MIDDLE,145,BOTTOM,555,UTILITY
0,0,157,TOP,28,JUNGLE,131,MIDDLE,81,BOTTOM,432,UTILITY,875,TOP,203,JUNGLE,517,MIDDLE,145,BOTTOM,40,UTILITY
0,1,14,TOP,120,JUNGLE,131,MIDDLE,145,BOTTOM,89,UTILITY,84,TOP,56,JUNGLE,950,MIDDLE,29,BOTTOM,117,UTILITY
0,0,106,TOP,19,JUNGLE,131,MIDDLE,22,BOTTOM,43,UTILITY,23,TOP,76,JUNGLE,950,MIDDLE,145,BOTTOM,89,UTILITY
0,0,154,TOP,104,JUNGLE,7,MIDDLE,145,BOTTOM,555,UTILITY,516,TOP,234,JUNGLE,18,MIDDLE,63,BOTTOM,267,UTILITY
0,1,80,TOP,120,JUNGLE,51,BOTTOM,115,MIDDLE,99,UTILITY,56,JUNGLE,777,TOP,127,MIDDLE,63,BOTTOM,555,UTILITY
0,1,54,TOP,200,JUNGLE,134,MIDDLE,29,BOTTOM,350,UTILITY,23,TOP,63,JUNGLE,86,MIDDLE,81,BOTTOM,89,UTILITY
0,0,58,TOP,35,JUNGLE,91,MIDDLE,63,BOTTOM,267,UTILITY,86,TOP,200,JUNGLE,81,MIDDLE,112,BOTTOM,412,UTILITY
0,1,67,TOP,30,JUNGLE,91,MIDDLE,63,UTILITY,81,BOTTOM,8,TOP,245,JUNGLE,3,MIDDLE,51,BOTTOM,154,UTILITY
0,0,114,TOP,143,JUNGLE,91,MIDDLE,51,BOTTOM,902,UTILITY,122,TOP,234,JUNGLE,42,MIDDLE,63,BOTTOM,40,UTILITY
0,0,240,TOP,35,JUNGLE,86,MIDDLE,22,BOTTOM,147,UTILITY,266,TOP,76,JUNGLE,18,MIDDLE,51,BOTTOM,111,UTILITY
0,1,68,TOP,76,JUNGLE,110,MIDDLE,119,BOTTOM,25,UTILITY,24,TOP,163,JUNGLE,18,MIDDLE,63,BOTTOM,412,UTILITY
0,1,31,TOP,121,JUNGLE,45,MIDDLE,99,BOTTOM,78,UTILITY,901,TOP,35,JUNGLE,236,BOTTOM,134,MIDDLE,526,UTILITY
0,0,68,TOP,81,BOTTOM,39,MIDDLE,76,JUNGLE,43,UTILITY,8,TOP,77,JUNGLE,7,MIDDLE,22,BOTTOM,53,UTILITY
0,1,114,TOP,107,JUNGLE,131,MIDDLE,221,BOTTOM,117,UTILITY,133,TOP,104,JUNGLE,950,MIDDLE,63,BOTTOM,267,UTILITY
0,0,69,TOP,517,JUNGLE,18,MIDDLE,81,BOTTOM,555,UTILITY,63,TOP,141,JUNGLE,910,MIDDLE,429,BOTTOM,101,UTILITY
0,1,266,TOP,203,JUNGLE,18,MIDDLE,63,BOTTOM,147,UTILITY,154,TOP,104,JUNGLE,157,MIDDLE,81,BOTTOM,53,UTILITY
0,1,114,TOP,104,JUNGLE,42,MIDDLE,63,BOTTOM,111,UTILITY,150,TOP,59,JUNGLE,154,MIDDLE,110,BOTTOM,518,UTILITY
0,1,24,TOP,30,JUNGLE,42,MIDDLE,221,BOTTOM,910,UTILITY,164,TOP,76,JUNGLE,950,MIDDLE,22,BOTTOM,111,UTILITY
0,0,126,TOP,254,JUNGLE,10,MIDDLE,202,BOTTOM,432,UTILITY,19,TOP,200,JUNGLE,90,MIDDLE,145,BOTTOM,12,UTILITY
0,1,68,MIDDLE,876,JUNGLE,39,TOP,81,BOTTOM,111,UTILITY,96,BOTTOM,113,JUNGLE,887,TOP,18,MIDDLE,412,UTILITY
0,0,150,TOP,63,JUNGLE,68,MIDDLE,67,BOTTOM,111,UTILITY,58,TOP,200,JUNGLE,18,MIDDLE,81,BOTTOM,143,UTILITY
0,0,68,TOP,104,JUNGLE,55,MIDDLE,96,BOTTOM,902,UTILITY,24,TOP,30,JUNGLE,777,MIDDLE,145,BOTTOM,12,UTILITY
0,0,777,MIDDLE,120,JUNGLE,85,TOP,21,BOTTOM,3,UTILITY,164,TOP,143,JUNGLE,64,MIDDLE,145,BOTTOM,43,UTILITY
0,0,113,TOP,35,JUNGLE,85,MIDDLE,96,BOTTOM,117,UTILITY,266,TOP,254,JUNGLE,81,MIDDLE,63,BOTTOM,267,UTILITY
0,1,54,TOP,107,JUNGLE,166,MIDDLE,96,BOTTOM,117,UTILITY,24,TOP,20,JUNGLE,18,MIDDLE,145,BOTTOM,111,UTILITY
0,1,67,TOP,35,JUNGLE,42,MIDDLE,99,BOTTOM,497,UTILITY,4,TOP,234,JUNGLE,3,MIDDLE,18,BOTTOM,412,UTILITY
0,1,83,TOP,113,JUNGLE,85,MIDDLE,22,BOTTOM,143,UTILITY,86,TOP,63,JUNGLE,42,MIDDLE,45,BOTTOM,53,UTILITY
0,1,133,TOP,120,JUNGLE,85,MIDDLE,523,BOTTOM,53,UTILITY,266,TOP,16,JUNGLE,78,MIDDLE,145,BOTTOM,89,UTILITY
0,0,2,TOP,121,JUNGLE,4,MIDDLE,22,BOTTOM,72,UTILITY,63,TOP,200,JUNGLE,163,MIDDLE,236,BOTTOM,412,UTILITY
0,1,164,TOP,11,JUNGLE,85,MIDDLE,81,BOTTOM,89,UTILITY,114,TOP,107,JUNGLE,4,MIDDLE,145,BOTTOM,25,UTILITY
0,1,4,TOP,141,JUNGLE,85,MIDDLE,221,BOTTOM,40,UTILITY,897,TOP,154,JUNGLE,18,MIDDLE,202,BOTTOM,53,UTILITY
0,0,72,TOP,120,JUNGLE,711,MIDDLE,110,BOTTOM,26,UTILITY,266,TOP,421,JUNGLE,85,MIDDLE,81,BOTTOM,7,UTILITY
0,1,82,TOP,254,JUNGLE,18,MIDDLE,145,BOTTOM,89,UTILITY,85,TOP,72,JUNGLE,42,MIDDLE,22,BOTTOM,412,UTILITY
0,1,6,TOP,9,JUNGLE,238,MIDDLE,50,BOTTOM,267,UTILITY,234,TOP,203,JUNGLE,85,MIDDLE,145,BOTTOM,555,UTILITY
0,0,58,TOP,107,JUNGLE,3,MIDDLE,29,BOTTOM,163,UTILITY,516,TOP,131,JUNGLE,1,MIDDLE,81,BOTTOM,555,UTILITY
0,1,62,TOP,131,JUNGLE,42,MIDDLE,221,BOTTOM,412,UTILITY,122,TOP,154,JUNGLE,99,MIDDLE,145,BOTTOM,111,UTILITY
0,1,516,TOP,64,JUNGLE,23,MIDDLE,21,BOTTOM,89,UTILITY,106,TOP,35,JUNGLE,157,MIDDLE,236,BOTTOM,201,UTILITY
0,0,516,TOP,64,JUNGLE,201,UTILITY,145,BOTTOM,147,MIDDLE,14,TOP,876,JUNGLE,126,MIDDLE,222,BOTTOM,412,UTILITY
0,1,133,TOP,30,JUNGLE,202,MIDDLE,22,BOTTOM,111,UTILITY,85,TOP,63,JUNGLE,236,MIDDLE,51,BOTTOM,201,UTILITY
0,0,72,TOP,203,JUNGLE,134,MIDDLE,222,BOTTOM,40,UTILITY,516,TOP,246,JUNGLE,61,MIDDLE,81,BOTTOM,89,UTILITY
0,0,8,TOP,121,JUNGLE,254,MIDDLE,145,BOTTOM,412,UTILITY,68,TOP,76,JUNGLE,18,MIDDLE,429,BOTTOM,89,UTILITY
0,1,67,TOP,200,JUNGLE,163,MIDDLE,202,BOTTOM,432,UTILITY,122,TOP,141,JUNGLE,61,MIDDLE,145,BOTTOM,267,UTILITY
0,0,516,TOP,77,JUNGLE,18,MIDDLE,498,BOTTOM,147,UTILITY,223,TOP,131,JUNGLE,39,MIDDLE,145,BOTTOM,12,UTILITY
0,0,82,TOP,427,JUNGLE,91,MIDDLE,101,BOTTOM,412,UTILITY,39,MIDDLE,154,JUNGLE,48,TOP,222,BOTTOM,111,UTILITY
0,1,6,TOP,120,JUNGLE,127,MIDDLE,523,BOTTOM,412,UTILITY,79,TOP,107,JUNGLE,90,MIDDLE,81,BOTTOM,147,UTILITY
0,0,67,TOP,30,JUNGLE,875,MIDDLE,222,BOTTOM,53,UTILITY,19,TOP,120,JUNGLE,134,MIDDLE,221,BOTTOM,555,UTILITY
0,1,67,TOP,63,JUNGLE,4,MIDDLE,147,BOTTOM,267,UTILITY,777,BOTTOM,121,JUNGLE,38,MIDDLE,22,TOP,201,UTILITY
0,1,106,TOP,30,JUNGLE,74,MIDDLE,22,BOTTOM,111,UTILITY,36,TOP,76,JUNGLE,5,MIDDLE,21,BOTTOM,89,UTILITY
0,1,122,TOP,30,BOTTOM,74,MIDDLE,203,JUNGLE,111,UTILITY,777,TOP,5,JUNGLE,4,MIDDLE,145,BOTTOM,526,UTILITY
0,1,69,TOP,30,JUNGLE,238,MIDDLE,42,BOTTOM,111,UTILITY,86,TOP,91,JUNGLE,517,MIDDLE,145,BOTTOM,53,UTILITY
0,1,27,TOP,30,JUNGLE,18,MIDDLE,222,BOTTOM,40,UTILITY,72,TOP,102,JUNGLE,236,MIDDLE,22,BOTTOM,555,UTILITY
0,0,164,TOP,427,JUNGLE,163,MIDDLE,145,BOTTOM,201,UTILITY,58,TOP,234,JUNGLE,4,MIDDLE,30,BOTTOM,111,UTILITY
0,1,85,TOP,30,JUNGLE,42,MIDDLE,110,BOTTOM,526,UTILITY,92,TOP,19,JUNGLE,18,MIDDLE,145,BOTTOM,12,UTILITY
0,0,13,TOP,876,JUNGLE,42,MIDDLE,18,BOTTOM,37,UTILITY,777,TOP,30,JUNGLE,68,MIDDLE,22,BOTTOM,117,UTILITY
0,0,18,TOP,120,JUNGLE,103,MIDDLE,145,BOTTOM,3,UTILITY,4,TOP,30,JUNGLE,238,MIDDLE,222,BOTTOM,432,UTILITY
0,1,63,JUNGLE,107,TOP,86,MIDDLE,236,BOTTOM,267,UTILITY,67,MIDDLE,30,JUNGLE,777,TOP,901,BOTTOM,902,UTILITY
0,0,67,TOP,63,JUNGLE,42,MIDDLE,222,BOTTOM,267,UTILITY,83,TOP,30,JUNGLE,81,MIDDLE,145,BOTTOM,89,UTILITY
0,0,58,TOP,78,JUNGLE,81,MIDDLE,145,BOTTOM,147,UTILITY,68,TOP,30,JUNGLE,236,MIDDLE,42,BOTTOM,267,UTILITY
0,1,84,TOP,121,JUNGLE,99,MIDDLE,236,BOTTOM,267,UTILITY,112,TOP,63,JUNGLE,55,MIDDLE,81,BOTTOM,201,UTILITY
0,1,80,TOP,76,JUNGLE,268,MIDDLE,145,BOTTOM,526,UTILITY,92,TOP,30,JUNGLE,18,MIDDLE,81,BOTTOM,26,UTILITY
0,1,86,TOP,421,JUNGLE,154,MIDDLE,30,BOTTOM,26,UTILITY,58,TOP,77,JUNGLE,145,BOTTOM,163,MIDDLE,432,UTILITY
0,1,8,TOP,245,JUNGLE,42,MIDDLE,145,BOTTOM,497,UTILITY,240,TOP,76,JUNGLE,777,MIDDLE,81,BOTTOM,412,UTILITY
0,0,266,TOP,63,JUNGLE,42,MIDDLE,222,BOTTOM,37,UTILITY,897,TOP,245,JUNGLE,950,MIDDLE,360,BOTTOM,111,UTILITY
0,1,245,MIDDLE,11,JUNGLE,4,TOP,523,BOTTOM,16,UTILITY,122,TOP,9,JUNGLE,777,MIDDLE,119,BOTTOM,89,UTILITY
0,1,4,TOP,28,JUNGLE,246,MIDDLE,21,BOTTOM,518,UTILITY,150,TOP,238,JUNGLE,55,MIDDLE,50,BOTTOM,432,UTILITY
0,0,24,TOP,427,JUNGLE,33,MIDDLE,221,BOTTOM,44,UTILITY,67,TOP,203,JUNGLE,86,MIDDLE,50,BOTTOM,432,UTILITY
0,1,58,TOP,238,JUNGLE,7,MIDDLE,222,BOTTOM,902,UTILITY,85,TOP,245,JUNGLE,62,MIDDLE,145,BOTTOM,164,UTILITY
0,1,2,TOP,245,JUNGLE,86,MIDDLE,81,BOTTOM,37,UTILITY,122,TOP,143,JUNGLE,61,MIDDLE,222,BOTTOM,147,UTILITY
0,1,122,TOP,254,JUNGLE,115,MIDDLE,50,BOTTOM,29,UTILITY,221,BOTTOM,68,JUNGLE,84,MIDDLE,126,TOP,89,UTILITY
0,1,114,TOP,245,JUNGLE,81,MIDDLE,51,BOTTOM,53,UTILITY,36,TOP,254,JUNGLE,29,MIDDLE,96,BOTTOM,74,UTILITY
0,1,51,TOP,113,JUNGLE,55,MIDDLE,15,BOTTOM,53,UTILITY,516,TOP,245,JUNGLE,61,MIDDLE,81,BOTTOM,35,UTILITY
0,0,875,TOP,245,JUNGLE,99,MIDDLE,221,BOTTOM,12,UTILITY,777,TOP,59,JUNGLE,55,MIDDLE,202,BOTTOM,78,UTILITY
0,0,221,TOP,104,JUNGLE,142,MIDDLE,145,BOTTOM,111,UTILITY,240,TOP,5,JUNGLE,84,MIDDLE,81,BOTTOM,201,UTILITY
0,1,58,TOP,35,JUNGLE,268,MIDDLE,29,BOTTOM,902,UTILITY,164,TOP,200,JUNGLE,245,MIDDLE,22,BOTTOM,526,UTILITY
0,0,164,TOP,421,JUNGLE,105,MIDDLE,143,BOTTOM,235,UTILITY,58,TOP,120,JUNGLE,518,MIDDLE,63,BOTTOM,267,UTILITY
0,1,98,TOP,63,JUNGLE,777,MIDDLE,99,BOTTOM,111,UTILITY,8,TOP,77,JUNGLE,134,MIDDLE,21,BOTTOM,555,UTILITY
0,1,85,TOP,48,JUNGLE,910,MIDDLE,81,BOTTOM,43,UTILITY,24,TOP,107,JUNGLE,38,MIDDLE,202,BOTTOM,526,UTILITY
0,1,133,TOP,28,JUNGLE,166,MIDDLE,221,BOTTOM,117,UTILITY,41,TOP,876,JUNGLE,238,MIDDLE,67,BOTTOM,22,UTILITY
0,1,84,TOP,5,JUNGLE,55,MIDDLE,145,BOTTOM,40,UTILITY,68,TOP,81,BOTTOM,163,MIDDLE,35,JUNGLE,37,UTILITY
0,0,141,TOP,91,JUNGLE,7,MIDDLE,145,BOTTOM,111,UTILITY,58,TOP,427,JUNGLE,101,MIDDLE,222,BOTTOM,53,UTILITY
0,1,901,MIDDLE,59,JUNGLE,39,TOP,22,BOTTOM,143,UTILITY,133,TOP,63,JUNGLE,90,MIDDLE,523,BOTTOM,3,UTILITY
0,1,85,TOP,203,JUNGLE,5,MIDDLE,147,BOTTOM,111,UTILITY,266,TOP,25,JUNGLE,18,MIDDLE,360,BOTTOM,201,UTILITY
0,0,516,TOP,9,JUNGLE,103,MIDDLE,145,BOTTOM,143,UTILITY,27,TOP,234,JUNGLE,105,MIDDLE,81,BOTTOM,43,UTILITY
0,0,79,TOP,131,JUNGLE,18,MIDDLE,222,BOTTOM,43,UTILITY,72,TOP,234,JUNGLE,69,MIDDLE,22,BOTTOM,143,UTILITY
0,1,133,TOP,33,JUNGLE,119,BOTTOM,910,MIDDLE,12,UTILITY,516,TOP,25,JUNGLE,777,MIDDLE,221,BOTTOM,412,UTILITY
0,0,777,TOP,76,JUNGLE,236,MIDDLE,69,BOTTOM,12,UTILITY,86,TOP,104,JUNGLE,145,MIDDLE,222,BOTTOM,143,UTILITY
0,1,126,TOP,143,JUNGLE,42,MIDDLE,96,BOTTOM,12,UTILITY,63,TOP,59,JUNGLE,236,MIDDLE,221,BOTTOM,432,UTILITY
0,0,62,TOP,234,JUNGLE,7,MIDDLE,81,BOTTOM,78,UTILITY,58,TOP,107,JUNGLE,127,MIDDLE,145,BOTTOM,526,UTILITY
0,0,68,TOP,234,JUNGLE,103,MIDDLE,119,BOTTOM,111,UTILITY,64,TOP,113,JUNGLE,910,MIDDLE,21,BOTTOM,43,UTILITY
0,1,126,TOP,63,JUNGLE,39,MIDDLE,145,BOTTOM,555,UTILITY,122,TOP,200,JUNGLE,69,MIDDLE,236,BOTTOM,111,UTILITY
0,1,4,TOP,143,JUNGLE,236,MIDDLE,222,BOTTOM,89,UTILITY,266,TOP,163,JUNGLE,145,MIDDLE,21,BOTTOM,12,UTILITY
0,0,266,TOP,234,JUNGLE,127,MIDDLE,22,BOTTOM,902,UTILITY,85,TOP,104,JUNGLE,136,MIDDLE,96,BOTTOM,555,UTILITY
0,0,266,TOP,64,JUNGLE,163,MIDDLE,236,BOTTOM,267,UTILITY,85,TOP,59,JUNGLE,7,MIDDLE,222,BOTTOM,111,UTILITY
0,1,82,TOP,35,JUNGLE,18,MIDDLE,429,BOTTOM,22,UTILITY,79,TOP,72,JUNGLE,81,MIDDLE,145,BOTTOM,147,UTILITY
0,0,8,TOP,68,JUNGLE,18,MIDDLE,221,BOTTOM,26,UTILITY,58,TOP,245,JUNGLE,81,BOTTOM,42,MIDDLE,267,UTILITY
0,1,24,TOP,876,JUNGLE,42,MIDDLE,81,BOTTOM,101,UTILITY,58,TOP,141,JUNGLE,38,MIDDLE,119,BOTTOM,59,UTILITY
0,1,72,TOP,143,JUNGLE,777,MIDDLE,119,BOTTOM,412,UTILITY,24,TOP,63,JUNGLE,42,MIDDLE,115,BOTTOM,111,UTILITY
0,0,77,TOP,254,JUNGLE,910,MIDDLE,69,BOTTOM,22,UTILITY,24,TOP,143,JUNGLE,3,MIDDLE,145,BOTTOM,267,UTILITY
0,1,68,TOP,427,JUNGLE,126,MIDDLE,145,BOTTOM,526,UTILITY,58,TOP,77,JUNGLE,3,MIDDLE,202,BOTTOM,43,UTILITY
0,1,266,TOP,57,JUNGLE,61,MIDDLE,901,BOTTOM,53,UTILITY,36,TOP,120,JUNGLE,99,MIDDLE,236,BOTTOM,40,UTILITY
0,1,68,TOP,120,JUNGLE,84,MIDDLE,523,BOTTOM,53,UTILITY,58,TOP,86,MIDDLE,9,JUNGLE,360,BOTTOM,555,UTILITY
0,1,82,TOP,64,JUNGLE,80,MIDDLE,222,BOTTOM,201,UTILITY,897,TOP,245,JUNGLE,238,MIDDLE,119,BOTTOM,26,UTILITY
0,0,58,TOP,77,JUNGLE,81,MIDDLE,222,BOTTOM,37,UTILITY,85,TOP,120,JUNGLE,157,MIDDLE,21,BOTTOM,117,UTILITY
0,0,54,TOP,427,JUNGLE,163,MIDDLE,22,BOTTOM,518,UTILITY,240,TOP,64,JUNGLE,3,MIDDLE,222,BOTTOM,43,UTILITY
0,1,266,TOP,120,JUNGLE,517,MIDDLE,202,BOTTOM,76,UTILITY,36,TOP,121,JUNGLE,245,MIDDLE,222,BOTTOM,902,UTILITY
0,1,2,TOP,421,JUNGLE,81,MIDDLE,147,BOTTOM,37,UTILITY,19,TOP,77,JUNGLE,222,BOTTOM,43,MIDDLE,111,UTILITY
0,0,221,TOP,76,JUNGLE,42,MIDDLE,119,BOTTOM,89,UTILITY,897,TOP,77,JUNGLE,81,MIDDLE,51,BOTTOM,37,UTILITY
0,1,74,TOP,64,JUNGLE,895,BOTTOM,42,MIDDLE,43,UTILITY,80,TOP,56,JUNGLE,910,MIDDLE,22,BOTTOM,902,UTILITY
0,0,58,TOP,234,JUNGLE,910,MIDDLE,523,BOTTOM,53,UTILITY,875,TOP,63,JUNGLE,99,MIDDLE,221,BOTTOM,44,UTILITY
0,1,6,TOP,876,JUNGLE,92,MIDDLE,360,BOTTOM,412,UTILITY,58,TOP,200,JUNGLE,69,MIDDLE,236,BOTTOM,267,UTILITY
0,1,266,TOP,245,JUNGLE,4,MIDDLE,518,BOTTOM,267,UTILITY,777,MIDDLE,76,JUNGLE,24,TOP,81,BOTTOM,40,UTILITY
0,0,223,TOP,59,JUNGLE,910,MIDDLE,81,BOTTOM,43,UTILITY,164,TOP,876,JUNGLE,84,MIDDLE,145,BOTTOM,888,UTILITY
0,1,875,TOP,76,JUNGLE,61,MIDDLE,81,BOTTOM,40,UTILITY,36,TOP,120,JUNGLE,7,MIDDLE,22,BOTTOM,63,UTILITY
0,1,36,MIDDLE,203,JUNGLE,10,TOP,30,BOTTOM,40,UTILITY,875,TOP,20,JUNGLE,157,MIDDLE,236,BOTTOM,53,UTILITY
0,0,79,TOP,200,JUNGLE,157,MIDDLE,21,BOTTOM,99,UTILITY,24,TOP,5,JUNGLE,103,MIDDLE,81,BOTTOM,59,UTILITY
0,0,92,TOP,63,JUNGLE,42,MIDDLE,147,BOTTOM,412,UTILITY,516,TOP,30,JUNGLE,777,MIDDLE,157,BOTTOM,267,UTILITY
0,1,4,TOP,234,JUNGLE,517,MIDDLE,145,BOTTOM,89,UTILITY,78,TOP,63,JUNGLE,115,MIDDLE,51,BOTTOM,267,UTILITY
0,1,23,TOP,143,JUNGLE,115,MIDDLE,22,BOTTOM,497,UTILITY,79,TOP,141,JUNGLE,517,MIDDLE,235,UTILITY,234,BOTTOM
0,1,77,TOP,203,JUNGLE,115,MIDDLE,202,BOTTOM,40,UTILITY,78,TOP,163,JUNGLE,166,MIDDLE,145,BOTTOM,111,UTILITY
0,1,114,TOP,59,JUNGLE,115,MIDDLE,523,BOTTOM,497,UTILITY,157,TOP,79,JUNGLE,69,MIDDLE,21,BOTTOM,235,UTILITY
0,0,150,TOP,64,JUNGLE,245,MIDDLE,221,BOTTOM,201,UTILITY,887,TOP,5,JUNGLE,18,MIDDLE,81,BOTTOM,89,UTILITY
0,1,78,TOP,163,JUNGLE,64,MIDDLE,81,BOTTOM,12,UTILITY,80,TOP,234,JUNGLE,518,MIDDLE,145,BOTTOM,3,UTILITY
0,1,41,TOP,77,JUNGLE,92,MIDDLE,99,BOTTOM,37,UTILITY,114,TOP,113,JUNGLE,222,BOTTOM,61,MIDDLE,43,UTILITY
0,0,92,TOP,163,JUNGLE,18,MIDDLE,145,BOTTOM,89,UTILITY,84,TOP,245,JUNGLE,236,MIDDLE,21,BOTTOM,526,UTILITY
0,0,17,TOP,76,JUNGLE,42,MIDDLE,145,BOTTOM,526,UTILITY,13,TOP,35,JUNGLE,81,MIDDLE,21,BOTTOM,89,UTILITY
0,1,6,TOP,63,JUNGLE,950,MIDDLE,221,BOTTOM,12,UTILITY,92,TOP,203,JUNGLE,163,MIDDLE,145,BOTTOM,89,UTILITY
0,1,86,TOP,30,JUNGLE,42,MIDDLE,145,BOTTOM,164,UTILITY,126,TOP,79,JUNGLE,3,MIDDLE,157,BOTTOM,111,UTILITY
0,0,54,TOP,91,JUNGLE,163,MIDDLE,42,BOTTOM,89,UTILITY,67,TOP,63,JUNGLE,157,MIDDLE,22,BOTTOM,902,UTILITY
0,1,54,TOP,30,JUNGLE,81,MIDDLE,221,BOTTOM,111,UTILITY,429,TOP,254,JUNGLE,163,MIDDLE,115,BOTTOM,63,UTILITY
0,1,266,TOP,163,JUNGLE,42,MIDDLE,221,BOTTOM,22,UTILITY,75,TOP,555,UTILITY,950,MIDDLE,15,BOTTOM,30,JUNGLE
0,1,106,TOP,203,JUNGLE,163,MIDDLE,145,BOTTOM,555,UTILITY,266,TOP,104,JUNGLE,517,MIDDLE,221,BOTTOM,526,UTILITY
0,0,24,TOP,234,JUNGLE,711,MIDDLE,145,BOTTOM,143,UTILITY,164,TOP,76,JUNGLE,238,MIDDLE,81,BOTTOM,111,UTILITY
0,0,24,TOP,234,JUNGLE,7,MIDDLE,18,BOTTOM,910,UTILITY,68,TOP,78,JUNGLE,105,MIDDLE,895,BOTTOM,43,UTILITY
0,1,84,TOP,131,JUNGLE,18,MIDDLE,67,BOTTOM,117,UTILITY,74,TOP,64,JUNGLE,81,MIDDLE,429,BOTTOM,16,UTILITY
0,1,85,TOP,24,JUNGLE,910,MIDDLE,119,BOTTOM,201,UTILITY,114,TOP,79,JUNGLE,42,MIDDLE,22,BOTTOM,111,UTILITY
0,1,84,TOP,121,JUNGLE,163,MIDDLE,555,UTILITY,51,BOTTOM,23,TOP,64,JUNGLE,910,MIDDLE,221,BOTTOM,16,UTILITY
0,0,78,MIDDLE,245,JUNGLE,164,TOP,51,BOTTOM,350,UTILITY,901,TOP,77,JUNGLE,20,MIDDLE,236,BOTTOM,80,UTILITY
0,1,55,MIDDLE,64,JUNGLE,51,TOP,50,BOTTOM,43,UTILITY,154,TOP,18,MIDDLE,245,JUNGLE,895,BOTTOM,16,UTILITY
0,1,78,TOP,120,JUNGLE,910,MIDDLE,21,BOTTOM,12,UTILITY,221,BOTTOM,245,JUNGLE,24,TOP,517,MIDDLE,518,UTILITY
0,1,24,TOP,245,JUNGLE,80,MIDDLE,29,BOTTOM,555,UTILITY,86,TOP,113,JUNGLE,38,MIDDLE,81,BOTTOM,875,UTILITY
0,1,84,TOP,121,JUNGLE,236,MIDDLE,21,BOTTOM,526,UTILITY,897,TOP,245,JUNGLE,166,MIDDLE,29,BOTTOM,111,UTILITY
0,0,92,,427,JUNGLE,18,MIDDLE,29,BOTTOM,526,UTILITY,6,TOP,245,JUNGLE,236,MIDDLE,145,BOTTOM,111,UTILITY
0,1,166,TOP,245,JUNGLE,42,MIDDLE,15,BOTTOM,555,UTILITY,114,TOP,81,JUNGLE,163,MIDDLE,895,BOTTOM,113,UTILITY
0,0,4,TOP,234,JUNGLE,69,MIDDLE,221,BOTTOM,350,UTILITY,58,TOP,245,JUNGLE,236,MIDDLE,145,BOTTOM,111,UTILITY
0,0,106,TOP,5,JUNGLE,55,MIDDLE,81,BOTTOM,432,UTILITY,875,TOP,254,JUNGLE,103,MIDDLE,202,BOTTOM,78,UTILITY
0,1,77,TOP,28,JUNGLE,202,MIDDLE,145,BOTTOM,53,UTILITY,54,TOP,245,JUNGLE,18,MIDDLE,221,BOTTOM,74,UTILITY
0,1,85,TOP,245,JUNGLE,950,MIDDLE,145,BOTTOM,902,UTILITY,110,TOP,143,JUNGLE,154,MIDDLE,81,BOTTOM,142,UTILITY
0,0,85,TOP,5,JUNGLE,950,MIDDLE,145,BOTTOM,37,UTILITY,41,TOP,64,JUNGLE,103,MIDDLE,236,BOTTOM,142,UTILITY
