,outcome,redTeam,blueTeam,Role
0,1,875,223,TOP
0,1,63,234,JUNGLE
0,1,166,55,MIDDLE
0,1,145,96,BOTTOM
0,1,164,154,UTILITY
0,0,164,154,TOP
0,0,120,121,JUNGLE
0,0,8,103,MIDDLE
0,0,145,222,BOTTOM
0,0,43,412,UTILITY
0,1,150,234,TOP
0,1,121,9,JUNGLE
0,1,7,22,MIDDLE
0,1,222,112,BOTTOM
0,1,26,555,UTILITY
0,0,81,58,BOTTOM
0,0,200,233,JUNGLE
0,0,75,61,MIDDLE
0,0,6,145,TOP
0,0,432,154,UTILITY
0,0,266,58,TOP
0,0,141,9,JUNGLE
0,0,163,240,MIDDLE
0,0,202,30,BOTTOM
0,0,154,111,UTILITY
0,1,67,84,TOP
0,1,104,121,JUNGLE
0,1,68,555,MIDDLE
0,1,236,145,BOTTOM
0,1,526,18,UTILITY
0,1,119,266,BOTTOM
0,1,245,120,JUNGLE
0,1,777,412,TOP
0,1,61,145,MIDDLE
0,1,555,68,UTILITY
0,1,86,85,TOP
0,1,32,91,JUNGLE
0,1,555,134,UTILITY
0,1,81,21,BOTTOM
0,1,18,78,MIDDLE
0,0,86,75,TOP
0,0,104,30,JUNGLE
0,0,245,777,MIDDLE
0,0,157,22,BOTTOM
0,0,154,555,UTILITY
0,0,78,85,JUNGLE
0,0,75,234,TOP
0,0,7,3,MIDDLE
0,0,45,119,BOTTOM
0,0,555,53,UTILITY
0,0,122,98,TOP
0,0,234,63,JUNGLE
0,0,7,3,MIDDLE
0,0,221,81,BOTTOM
0,0,497,555,UTILITY
0,1,58,114,TOP
0,1,20,9,JUNGLE
0,1,245,236,MIDDLE
0,1,22,222,BOTTOM
0,1,117,134,UTILITY
0,1,24,266,TOP
0,1,104,120,JUNGLE
0,1,517,105,MIDDLE
0,1,222,147,BOTTOM
0,1,111,412,UTILITY
0,1,86,266,TOP
0,1,121,234,JUNGLE
0,1,517,163,MIDDLE
0,1,202,22,BOTTOM
0,1,518,147,UTILITY
0,1,86,99,TOP
0,1,113,245,JUNGLE
0,1,517,133,MIDDLE
0,1,63,236,BOTTOM
0,1,78,267,UTILITY
0,0,266,86,TOP
0,0,254,120,JUNGLE
0,0,245,3,MIDDLE
0,0,360,145,BOTTOM
0,0,57,89,UTILITY
0,1,142,36,TOP
0,1,121,64,JUNGLE
0,1,517,154,MIDDLE
0,1,498,236,BOTTOM
0,1,497,267,UTILITY
0,0,516,78,TOP
0,0,121,107,JUNGLE
0,0,245,136,MIDDLE
0,0,119,145,BOTTOM
0,0,40,902,UTILITY
0,1,157,897,TOP
0,1,234,35,JUNGLE
0,1,517,27,MIDDLE
0,1,222,81,BOTTOM
0,1,43,432,UTILITY
0,1,58,122,TOP
0,1,25,163,JUNGLE
0,1,55,8,MIDDLE
0,1,895,222,BOTTOM
0,1,201,111,UTILITY
0,1,92,114,TOP
0,1,121,78,JUNGLE
0,1,517,55,MIDDLE
0,1,145,18,BOTTOM
0,1,53,143,UTILITY
0,1,122,887,TOP
0,1,104,141,JUNGLE
0,1,245,101,MIDDLE
0,1,69,145,BOTTOM
0,1,12,526,UTILITY
0,1,54,133,TOP
0,1,121,78,JUNGLE
0,1,245,136,MIDDLE
0,1,69,147,BOTTOM
0,1,89,43,UTILITY
0,0,875,58,TOP
0,0,421,63,JUNGLE
0,0,163,18,MIDDLE
0,0,157,96,BOTTOM
0,0,89,201,UTILITY
0,0,14,36,TOP
0,0,254,64,JUNGLE
0,0,711,518,MIDDLE
0,0,119,157,BOTTOM
0,0,26,888,UTILITY
0,1,54,126,TOP
0,1,76,143,JUNGLE
0,1,777,3,MIDDLE
0,1,147,21,BOTTOM
0,1,22,267,UTILITY
0,1,98,67,TOP
0,1,876,91,JUNGLE
0,1,777,517,MIDDLE
0,1,18,81,BOTTOM
0,1,89,223,UTILITY
0,1,122,164,TOP
0,1,233,59,JUNGLE
0,1,42,157,MIDDLE
0,1,523,221,BOTTOM
0,1,117,44,UTILITY
0,1,420,39,TOP
0,1,76,44,JUNGLE
0,1,777,517,MIDDLE
0,1,50,236,BOTTOM
0,1,235,99,UTILITY
0,1,516,98,TOP
0,1,154,517,JUNGLE
0,1,157,143,MIDDLE
0,1,498,202,BOTTOM
0,1,432,12,UTILITY
0,1,81,113,TOP
0,1,77,79,JUNGLE
0,1,777,91,MIDDLE
0,1,15,51,BOTTOM
0,1,350,99,UTILITY
0,0,83,266,TOP
0,0,127,876,MIDDLE
0,0,234,777,JUNGLE
0,0,42,360,BOTTOM
0,0,78,412,UTILITY
0,1,85,126,TOP
0,1,11,68,JUNGLE
0,1,234,777,MIDDLE
0,1,145,22,BOTTOM
0,1,526,43,UTILITY
0,1,72,86,TOP
0,1,63,5,JUNGLE
0,1,777,1,MIDDLE
0,1,96,67,BOTTOM
0,1,111,223,UTILITY
0,1,8,106,TOP
0,1,131,19,JUNGLE
0,1,157,142,MIDDLE
0,1,22,81,BOTTOM
0,1,902,101,UTILITY
0,0,98,897,TOP
0,0,421,91,JUNGLE
0,0,103,238,MIDDLE
0,0,119,221,BOTTOM
0,0,147,143,UTILITY
0,0,114,27,TOP
0,0,64,35,JUNGLE
0,0,163,238,MIDDLE
0,0,21,221,BOTTOM
0,0,89,111,UTILITY
0,1,6,122,TOP
0,1,104,64,JUNGLE
0,1,3,163,MIDDLE
0,1,147,145,BOTTOM
0,1,526,53,UTILITY
0,1,78,58,TOP
0,1,77,121,JUNGLE
0,1,517,163,MIDDLE
0,1,119,81,BOTTOM
0,1,59,111,UTILITY
0,0,236,8,TOP
0,0,79,876,JUNGLE
0,0,69,42,MIDDLE
0,0,145,21,BOTTOM
0,0,111,147,UTILITY
0,1,54,122,TOP
0,1,234,141,JUNGLE
0,1,103,55,MIDDLE
0,1,145,42,BOTTOM
0,1,163,267,UTILITY
0,0,79,92,TOP
0,0,141,203,JUNGLE
0,0,163,63,MIDDLE
0,0,360,119,BOTTOM
0,0,98,40,UTILITY
0,1,78,23,TOP
0,1,200,234,JUNGLE
0,1,163,518,MIDDLE
0,1,222,523,BOTTOM
0,1,89,53,UTILITY
0,1,516,54,TOP
0,1,24,106,JUNGLE
0,1,163,63,MIDDLE
0,1,22,81,BOTTOM
0,1,32,111,UTILITY
0,0,54,77,TOP
0,0,234,9,JUNGLE
0,0,7,163,MIDDLE
0,0,21,110,BOTTOM
0,0,89,555,UTILITY
0,1,106,150,TOP
0,1,77,143,JUNGLE
0,1,163,42,MIDDLE
0,1,222,145,BOTTOM
0,1,3,89,UTILITY
0,0,122,38,TOP
0,0,9,120,JUNGLE
0,0,157,27,MIDDLE
0,0,99,901,BOTTOM
0,0,526,350,UTILITY
0,0,83,75,TOP
0,0,104,121,JUNGLE
0,0,8,163,MIDDLE
0,0,236,145,BOTTOM
0,0,201,497,UTILITY
0,0,150,68,TOP
0,0,35,104,JUNGLE
0,0,55,163,MIDDLE
0,0,429,222,BOTTOM
0,0,89,111,UTILITY
0,1,4,887,TOP
0,1,141,154,JUNGLE
0,1,268,7,MIDDLE
0,1,81,202,BOTTOM
0,1,201,555,UTILITY
0,1,23,67,TOP
0,1,254,427,JUNGLE
0,1,34,90,MIDDLE
0,1,236,221,BOTTOM
0,1,555,267,UTILITY
0,0,223,24,TOP
0,0,28,35,JUNGLE
0,0,777,3,MIDDLE
0,0,145,360,BOTTOM
0,0,12,44,UTILITY
0,1,86,107,TOP
0,1,106,234,JUNGLE
0,1,50,910,MIDDLE
0,1,498,221,BOTTOM
0,1,432,117,UTILITY
0,0,85,107,TOP
0,0,80,106,JUNGLE
0,0,163,18,MIDDLE
0,0,236,901,BOTTOM
0,0,267,497,UTILITY
0,0,81,114,BOTTOM
0,0,203,876,JUNGLE
0,0,134,7,MIDDLE
0,0,86,145,TOP
0,0,43,526,UTILITY
0,1,57,42,TOP
0,1,141,121,JUNGLE
0,1,134,103,MIDDLE
0,1,81,360,BOTTOM
0,1,43,412,UTILITY
0,1,106,64,TOP
0,1,154,63,JUNGLE
0,1,166,777,MIDDLE
0,1,22,221,BOTTOM
0,1,16,78,UTILITY
0,1,106,80,TOP
0,1,200,74,JUNGLE
0,1,42,131,MIDDLE
0,1,910,67,BOTTOM
0,1,89,235,UTILITY
0,1,6,43,TOP
0,1,102,104,JUNGLE
0,1,61,777,MIDDLE
0,1,221,145,BOTTOM
0,1,117,111,UTILITY
0,1,106,223,TOP
0,1,121,203,JUNGLE
0,1,145,103,MIDDLE
0,1,222,429,BOTTOM
0,1,12,147,UTILITY
0,1,41,67,TOP
0,1,113,120,JUNGLE
0,1,517,90,MIDDLE
0,1,29,221,BOTTOM
0,1,497,40,UTILITY
0,1,84,85,TOP
0,1,876,200,JUNGLE
0,1,81,266,MIDDLE
0,1,145,221,BOTTOM
0,1,526,497,UTILITY
0,0,78,86,TOP
0,0,876,104,JUNGLE
0,0,55,90,MIDDLE
0,0,145,81,BOTTOM
0,0,111,432,UTILITY
0,1,126,875,TOP
0,1,876,245,JUNGLE
0,1,950,9,MIDDLE
0,1,202,22,BOTTOM
0,1,26,235,UTILITY
0,0,24,86,TOP
0,0,120,234,JUNGLE
0,0,69,7,MIDDLE
0,0,81,145,BOTTOM
0,0,26,40,UTILITY
0,1,523,516,BOTTOM
0,1,30,876,JUNGLE
0,1,54,18,MIDDLE
0,1,79,901,TOP
0,1,26,89,UTILITY
0,1,6,777,TOP
0,1,234,35,JUNGLE
0,1,34,18,MIDDLE
0,1,222,21,BOTTOM
0,1,43,143,UTILITY
0,1,39,126,TOP
0,1,30,120,JUNGLE
0,1,777,163,MIDDLE
0,1,901,15,BOTTOM
0,1,147,16,UTILITY
0,1,78,4,TOP
0,1,203,121,JUNGLE
0,1,910,134,MIDDLE
0,1,110,22,BOTTOM
0,1,16,147,UTILITY
0,0,516,68,TOP
0,0,163,64,JUNGLE
0,0,157,777,MIDDLE
0,0,895,22,BOTTOM
0,0,432,117,UTILITY
0,1,4,72,TOP
0,1,102,79,JUNGLE
0,1,81,157,MIDDLE
0,1,498,145,BOTTOM
0,1,432,147,UTILITY
0,0,114,24,TOP
0,0,64,154,JUNGLE
0,0,163,157,MIDDLE
0,0,63,119,BOTTOM
0,0,89,3,UTILITY
0,1,875,72,TOP
0,1,5,35,JUNGLE
0,1,84,85,MIDDLE
0,1,221,236,BOTTOM
0,1,201,267,UTILITY
0,0,24,85,TOP
0,0,234,200,JUNGLE
0,0,103,18,MIDDLE
0,0,117,21,UTILITY
0,0,145,89,BOTTOM
0,0,75,126,TOP
0,0,163,63,JUNGLE
0,0,777,17,MIDDLE
0,0,202,902,BOTTOM
0,0,497,51,UTILITY
0,0,84,75,TOP
0,0,72,163,JUNGLE
0,0,157,4,MIDDLE
0,0,21,99,BOTTOM
0,0,89,51,UTILITY
0,1,23,3,TOP
0,1,143,121,JUNGLE
0,1,777,85,MIDDLE
0,1,111,221,UTILITY
0,1,145,555,BOTTOM
0,0,18,17,MIDDLE
0,0,68,163,JUNGLE
0,0,75,777,TOP
0,0,145,81,BOTTOM
0,0,111,53,UTILITY
0,0,24,23,TOP
0,0,254,9,JUNGLE
0,0,18,142,MIDDLE
0,0,115,236,BOTTOM
0,0,57,412,UTILITY
0,1,4,85,TOP
0,1,163,141,JUNGLE
0,1,58,68,MIDDLE
0,1,145,221,BOTTOM
0,1,40,117,UTILITY
0,0,4,110,TOP
0,0,121,76,JUNGLE
0,0,777,92,MIDDLE
0,0,910,22,BOTTOM
0,0,89,78,UTILITY
0,1,234,126,TOP
0,1,238,163,JUNGLE
0,1,63,777,MIDDLE
0,1,222,147,BOTTOM
0,1,53,201,UTILITY
0,0,85,36,TOP
0,0,121,60,JUNGLE
0,0,157,42,MIDDLE
0,0,99,222,BOTTOM
0,0,111,53,UTILITY
0,1,74,4,TOP
0,1,77,234,JUNGLE
0,1,34,3,MIDDLE
0,1,221,30,BOTTOM
0,1,111,78,UTILITY
0,1,72,887,TOP
0,1,63,234,JUNGLE
0,1,157,166,MIDDLE
0,1,222,145,BOTTOM
0,1,40,111,UTILITY
0,0,67,266,TOP
0,0,113,203,JUNGLE
0,0,134,34,MIDDLE
0,0,21,221,BOTTOM
0,0,89,53,UTILITY
0,1,72,86,TOP
0,1,20,203,JUNGLE
0,1,18,34,MIDDLE
0,1,115,429,BOTTOM
0,1,526,235,UTILITY
0,1,164,25,TOP
0,1,9,154,JUNGLE
0,1,42,950,MIDDLE
0,1,145,69,BOTTOM
0,1,12,202,UTILITY
0,1,78,86,TOP
0,1,131,203,JUNGLE
0,1,18,157,MIDDLE
0,1,22,222,BOTTOM
0,1,40,111,UTILITY
0,1,78,14,TOP
0,1,143,63,JUNGLE
0,1,18,134,MIDDLE
0,1,81,202,BOTTOM
0,1,29,57,UTILITY
0,1,92,516,TOP
0,1,245,203,JUNGLE
0,1,84,3,MIDDLE
0,1,21,81,BOTTOM
0,1,350,43,UTILITY
0,0,78,68,TOP
0,0,76,77,JUNGLE
0,0,23,42,MIDDLE
0,0,81,145,BOTTOM
0,0,43,267,UTILITY
0,1,78,75,TOP
0,1,35,200,JUNGLE
0,1,17,910,MIDDLE
0,1,42,523,BOTTOM
0,1,497,89,UTILITY
0,0,75,78,TOP
0,0,876,234,JUNGLE
0,0,238,84,MIDDLE
0,0,236,523,BOTTOM
0,0,37,555,UTILITY
0,1,114,36,TOP
0,1,77,64,JUNGLE
0,1,8,950,MIDDLE
0,1,360,145,BOTTOM
0,1,89,267,UTILITY
0,1,164,133,TOP
0,1,63,154,JUNGLE
0,1,17,245,MIDDLE
0,1,145,360,BOTTOM
0,1,111,33,UTILITY
0,0,78,64,TOP
0,0,63,54,JUNGLE
0,0,157,777,MIDDLE
0,0,236,145,BOTTOM
0,0,526,40,UTILITY
0,1,92,122,TOP
0,1,59,427,JUNGLE
0,1,39,3,MIDDLE
0,1,145,910,BOTTOM
0,1,154,235,UTILITY
0,0,67,78,TOP
0,0,143,63,JUNGLE
0,0,42,157,MIDDLE
0,0,145,901,BOTTOM
0,0,111,89,UTILITY
0,0,126,78,TOP
0,0,59,30,JUNGLE
0,0,163,3,MIDDLE
0,0,51,236,BOTTOM
0,0,526,44,UTILITY
0,0,2,78,TOP
0,0,25,35,JUNGLE
0,0,5,101,MIDDLE
0,0,901,143,BOTTOM
0,0,111,526,UTILITY
0,0,6,19,TOP
0,0,254,245,JUNGLE
0,0,34,103,MIDDLE
0,0,222,81,BOTTOM
0,0,412,267,UTILITY
0,1,86,266,TOP
0,1,79,5,JUNGLE
0,1,42,517,MIDDLE
0,1,221,236,BOTTOM
0,1,147,902,UTILITY
0,0,58,266,TOP
0,0,113,63,JUNGLE
0,0,910,18,MIDDLE
0,0,360,81,BOTTOM
0,0,57,201,UTILITY
0,0,420,24,TOP
0,0,35,121,JUNGLE
0,0,99,245,MIDDLE
0,0,145,81,BOTTOM
0,0,40,201,UTILITY
0,0,67,122,TOP
0,0,234,200,JUNGLE
0,0,910,127,MIDDLE
0,0,221,202,BOTTOM
0,0,111,555,UTILITY
0,0,122,58,TOP
0,0,141,64,JUNGLE
0,0,517,69,MIDDLE
0,0,222,221,BOTTOM
0,0,78,12,UTILITY
0,1,67,86,TOP
0,1,143,113,JUNGLE
0,1,91,157,MIDDLE
0,1,222,63,BOTTOM
0,1,201,53,UTILITY
0,0,75,518,TOP
0,0,64,102,JUNGLE
0,0,50,131,MIDDLE
0,0,222,145,BOTTOM
0,0,902,555,UTILITY
0,0,114,107,TOP
0,0,35,200,JUNGLE
0,0,7,18,MIDDLE
0,0,202,147,BOTTOM
0,0,412,40,UTILITY
0,0,240,75,TOP
0,0,9,76,JUNGLE
0,0,61,42,MIDDLE
0,0,15,221,BOTTOM
0,0,432,497,UTILITY
0,1,8,80,TOP
0,1,76,427,JUNGLE
0,1,81,99,BOTTOM
0,1,42,221,MIDDLE
0,1,526,26,UTILITY
0,1,58,114,TOP
0,1,203,56,JUNGLE
0,1,517,910,MIDDLE
0,1,145,96,BOTTOM
0,1,412,888,UTILITY
0,1,58,78,TOP
0,1,163,64,JUNGLE
0,1,18,103,MIDDLE
0,1,21,221,BOTTOM
0,1,526,555,UTILITY
0,0,82,897,TOP
0,0,234,876,JUNGLE
0,0,134,81,MIDDLE
0,0,221,236,BOTTOM
0,0,902,267,UTILITY
0,0,23,150,TOP
0,0,64,421,JUNGLE
0,0,136,1,MIDDLE
0,0,236,145,BOTTOM
0,0,267,526,UTILITY
0,1,420,516,TOP
0,1,131,121,JUNGLE
0,1,246,142,MIDDLE
0,1,51,81,BOTTOM
0,1,43,37,UTILITY
0,1,106,887,TOP
0,1,68,104,JUNGLE
0,1,86,127,MIDDLE
0,1,145,119,BOTTOM
0,1,526,89,UTILITY
0,1,8,68,TOP
0,1,106,56,JUNGLE
0,1,85,75,MIDDLE
0,1,145,360,BOTTOM
0,1,555,412,UTILITY
0,1,41,79,TOP
0,1,200,121,JUNGLE
0,1,85,268,MIDDLE
0,1,360,202,BOTTOM
0,1,555,43,UTILITY
0,1,58,164,TOP
0,1,120,77,JUNGLE
0,1,17,10,MIDDLE
0,1,145,81,BOTTOM
0,1,111,350,UTILITY
0,1,31,106,TOP
0,1,35,56,JUNGLE
0,1,268,103,MIDDLE
0,1,22,21,BOTTOM
0,1,267,40,UTILITY
0,1,75,133,TOP
0,1,120,57,JUNGLE
0,1,103,166,MIDDLE
0,1,15,29,BOTTOM
0,1,497,101,UTILITY
0,1,164,887,TOP
0,1,77,254,JUNGLE
0,1,79,103,MIDDLE
0,1,202,222,BOTTOM
0,1,37,53,UTILITY
0,1,122,27,TOP
0,1,245,141,JUNGLE
0,1,42,517,MIDDLE
0,1,895,119,BOTTOM
0,1,555,143,UTILITY
0,0,122,777,TOP
0,0,143,234,JUNGLE
0,0,68,7,MIDDLE
0,0,81,145,BOTTOM
0,0,267,111,UTILITY
0,1,86,58,TOP
0,1,203,63,JUNGLE
0,1,69,81,MIDDLE
0,1,221,51,BOTTOM
0,1,12,143,UTILITY
0,0,75,4,TOP
0,0,68,427,JUNGLE
0,0,39,42,MIDDLE
0,0,21,222,BOTTOM
0,0,78,16,UTILITY
0,1,75,8,TOP
0,1,63,203,JUNGLE
0,1,3,910,MIDDLE
0,1,202,222,BOTTOM
0,1,526,101,UTILITY
0,0,106,84,TOP
0,0,35,104,JUNGLE
0,0,910,143,MIDDLE
0,0,51,21,BOTTOM
0,0,101,154,UTILITY
0,1,54,150,TOP
0,1,107,104,JUNGLE
0,1,18,55,MIDDLE
0,1,145,81,BOTTOM
0,1,40,111,UTILITY
0,1,875,240,TOP
0,1,68,203,JUNGLE
0,1,245,3,MIDDLE
0,1,498,22,BOTTOM
0,1,497,117,UTILITY
0,1,75,518,TOP
0,1,20,5,JUNGLE
0,1,23,43,MIDDLE
0,1,51,222,BOTTOM
0,1,412,910,UTILITY
0,0,122,41,TOP
0,0,245,120,JUNGLE
0,0,18,7,MIDDLE
0,0,143,429,BOTTOM
0,0,412,111,UTILITY
0,0,58,85,TOP
0,0,121,421,JUNGLE
0,0,103,8,MIDDLE
0,0,22,81,BOTTOM
0,0,555,497,UTILITY
0,1,68,516,TOP
0,1,121,107,JUNGLE
0,1,81,8,MIDDLE
0,1,21,119,BOTTOM
0,1,147,412,UTILITY
0,1,106,421,TOP
0,1,143,131,JUNGLE
0,1,236,910,MIDDLE
0,1,81,119,BOTTOM
0,1,201,111,UTILITY
0,1,164,897,TOP
0,1,9,950,JUNGLE
0,1,910,163,MIDDLE
0,1,145,96,BOTTOM
0,1,43,111,UTILITY
0,0,79,897,TOP
0,0,234,163,JUNGLE
0,0,157,910,MIDDLE
0,0,145,21,BOTTOM
0,0,111,412,UTILITY
0,0,80,266,TOP
0,0,427,876,JUNGLE
0,0,8,105,MIDDLE
0,0,145,101,BOTTOM
0,0,412,22,UTILITY
0,1,84,79,TOP
0,1,107,104,JUNGLE
0,1,7,112,MIDDLE
0,1,81,157,BOTTOM
0,1,40,22,UTILITY
0,1,92,23,TOP
0,1,203,163,JUNGLE
0,1,34,8,MIDDLE
0,1,81,145,BOTTOM
0,1,78,12,UTILITY
0,1,122,72,TOP
0,1,876,104,JUNGLE
0,1,518,81,MIDDLE
0,1,21,7,BOTTOM
0,1,37,111,UTILITY
0,0,17,516,TOP
0,0,77,91,JUNGLE
0,0,777,163,MIDDLE
0,0,145,29,BOTTOM
0,0,111,16,UTILITY
0,0,875,36,TOP
0,0,154,9,JUNGLE
0,0,79,6,MIDDLE
0,0,81,429,BOTTOM
0,0,16,68,UTILITY
0,1,80,150,TOP
0,1,78,9,JUNGLE
0,1,99,18,MIDDLE
0,1,360,236,BOTTOM
0,1,526,43,UTILITY
0,0,86,98,TOP
0,0,64,234,JUNGLE
0,0,103,517,MIDDLE
0,0,360,202,BOTTOM
0,0,111,89,UTILITY
0,1,79,106,TOP
0,1,77,30,JUNGLE
0,1,777,236,MIDDLE
0,1,81,51,BOTTOM
0,1,147,111,UTILITY
0,1,266,31,TOP
0,1,77,120,JUNGLE
0,1,91,84,MIDDLE
0,1,555,221,BOTTOM
0,1,44,89,UTILITY
0,0,36,266,TOP
0,0,104,76,JUNGLE
0,0,8,166,MIDDLE
0,0,901,221,BOTTOM
0,0,201,111,UTILITY
0,0,8,875,TOP
0,0,64,141,JUNGLE
0,0,157,63,MIDDLE
0,0,222,221,BOTTOM
0,0,497,32,UTILITY
0,1,8,14,TOP
0,1,104,200,JUNGLE
0,1,103,54,MIDDLE
0,1,901,147,BOTTOM
0,1,40,89,UTILITY
0,1,150,8,TOP
0,1,154,79,JUNGLE
0,1,55,157,MIDDLE
0,1,69,81,BOTTOM
0,1,45,101,UTILITY
0,0,85,78,TOP
0,0,79,254,JUNGLE
0,0,157,38,MIDDLE
0,0,901,236,BOTTOM
0,0,143,267,UTILITY
0,1,266,31,TOP
0,1,72,5,JUNGLE
0,1,134,20,MIDDLE
0,1,221,22,BOTTOM
0,1,147,80,UTILITY
0,1,31,107,TOP
0,1,245,35,JUNGLE
0,1,4,3,MIDDLE
0,1,18,222,BOTTOM
0,1,16,26,UTILITY
0,1,31,6,TOP
0,1,77,56,JUNGLE
0,1,90,84,MIDDLE
0,1,81,145,BOTTOM
0,1,89,43,UTILITY
0,1,27,31,TOP
0,1,91,63,JUNGLE
0,1,84,777,MIDDLE
0,1,235,145,UTILITY
0,1,157,111,BOTTOM
0,0,6,31,TOP
0,0,200,104,JUNGLE
0,0,134,910,MIDDLE
0,0,145,498,BOTTOM
0,0,526,223,UTILITY
0,1,31,6,TOP
0,1,254,17,JUNGLE
0,1,910,55,MIDDLE
0,1,96,360,BOTTOM
0,1,147,412,UTILITY
0,1,8,31,TOP
0,1,107,163,JUNGLE
0,1,84,777,MIDDLE
0,1,81,360,BOTTOM
0,1,43,526,UTILITY
0,0,31,75,TOP
0,0,107,33,JUNGLE
0,0,103,85,MIDDLE
0,0,360,895,BOTTOM
0,0,111,412,UTILITY
0,0,31,133,TOP
0,0,106,35,JUNGLE
0,0,42,245,MIDDLE
0,0,51,145,BOTTOM
0,0,432,518,UTILITY
0,0,31,150,TOP
0,0,154,234,JUNGLE
0,0,86,526,MIDDLE
0,0,18,81,BOTTOM
0,0,267,101,UTILITY
0,0,31,86,TOP
0,0,143,59,JUNGLE
0,0,950,777,MIDDLE
0,0,18,63,BOTTOM
0,0,89,526,UTILITY
0,1,31,92,TOP
0,1,79,5,JUNGLE
0,1,55,103,MIDDLE
0,1,99,202,BOTTOM
0,1,51,43,UTILITY
0,1,31,887,TOP
0,1,143,154,JUNGLE
0,1,61,126,MIDDLE
0,1,81,221,BOTTOM
0,1,89,201,UTILITY
0,1,122,19,TOP
0,1,20,64,JUNGLE
0,1,777,42,MIDDLE
0,1,145,222,BOTTOM
0,1,518,12,UTILITY
0,0,126,96,TOP
0,0,245,35,JUNGLE
0,0,103,127,MIDDLE
0,0,81,54,BOTTOM
0,0,12,902,UTILITY
0,1,24,114,TOP
0,1,30,245,JUNGLE
0,1,238,42,MIDDLE
0,1,360,498,BOTTOM
0,1,526,497,UTILITY
0,1,150,133,TOP
0,1,203,234,JUNGLE
0,1,50,516,MIDDLE
0,1,119,236,BOTTOM
0,1,7,267,UTILITY
0,1,126,85,TOP
0,1,63,56,JUNGLE
0,1,238,104,MIDDLE
0,1,81,236,BOTTOM
0,1,12,267,UTILITY
0,1,79,58,TOP
0,1,876,76,JUNGLE
0,1,157,5,MIDDLE
0,1,145,222,BOTTOM
0,1,555,89,UTILITY
0,0,24,164,TOP
0,0,76,63,JUNGLE
0,0,126,166,MIDDLE
0,0,145,221,BOTTOM
0,0,12,497,UTILITY
0,1,266,68,TOP
0,1,62,254,JUNGLE
0,1,63,18,MIDDLE
0,1,221,22,BOTTOM
0,1,235,412,UTILITY
0,1,114,266,TOP
0,1,32,120,JUNGLE
0,1,84,360,MIDDLE
0,1,221,145,BOTTOM
0,1,89,12,UTILITY
0,1,7,54,TOP
0,1,60,131,JUNGLE
0,1,42,18,MIDDLE
0,1,222,81,BOTTOM
0,1,432,101,UTILITY
0,0,887,14,TOP
0,0,64,32,JUNGLE
0,0,80,166,MIDDLE
0,0,498,147,BOTTOM
0,0,53,98,UTILITY
0,1,875,68,TOP
0,1,234,104,JUNGLE
0,1,268,777,MIDDLE
0,1,145,221,BOTTOM
0,1,89,117,UTILITY
0,1,517,85,TOP
0,1,141,24,JUNGLE
0,1,63,127,MIDDLE
0,1,222,145,BOTTOM
0,1,526,1,UTILITY
0,1,86,75,TOP
0,1,28,5,JUNGLE
0,1,42,134,MIDDLE
0,1,222,221,BOTTOM
0,1,412,25,UTILITY
0,1,517,6,MIDDLE
0,1,141,76,JUNGLE
0,1,80,136,TOP
0,1,145,22,BOTTOM
0,1,526,147,UTILITY
0,0,950,51,TOP
0,0,59,76,JUNGLE
0,0,18,81,MIDDLE
0,0,45,221,BOTTOM
0,0,412,201,UTILITY
0,0,23,126,TOP
0,0,245,63,JUNGLE
0,0,81,131,MIDDLE
0,0,21,901,BOTTOM
0,0,526,78,UTILITY
0,1,41,24,TOP
0,1,113,106,JUNGLE
0,1,85,81,MIDDLE
0,1,63,84,BOTTOM
0,1,16,267,UTILITY
0,1,133,103,TOP
0,1,143,5,JUNGLE
0,1,42,517,MIDDLE
0,1,81,21,BOTTOM
0,1,89,53,UTILITY
0,0,133,164,TOP
0,0,35,113,JUNGLE
0,0,163,131,MIDDLE
0,0,81,360,BOTTOM
0,0,89,267,UTILITY
0,0,164,19,TOP
0,0,200,421,JUNGLE
0,0,131,2,MIDDLE
0,0,143,96,BOTTOM
0,0,99,111,UTILITY
0,0,67,36,TOP
0,0,154,104,JUNGLE
0,0,101,103,MIDDLE
0,0,81,15,BOTTOM
0,0,89,350,UTILITY
0,1,8,80,TOP
0,1,9,203,JUNGLE
0,1,5,38,MIDDLE
0,1,67,202,BOTTOM
0,1,16,412,UTILITY
0,1,54,875,TOP
0,1,121,64,JUNGLE
0,1,910,101,MIDDLE
0,1,498,145,BOTTOM
0,1,40,267,UTILITY
0,1,64,106,TOP
0,1,427,203,JUNGLE
0,1,50,61,MIDDLE
0,1,145,81,BOTTOM
0,1,89,37,UTILITY
0,1,58,10,TOP
0,1,120,203,JUNGLE
0,1,26,142,MIDDLE
0,1,222,145,BOTTOM
0,1,147,161,UTILITY
0,0,79,150,TOP
0,0,64,120,JUNGLE
0,0,103,55,MIDDLE
0,0,901,29,BOTTOM
0,0,26,117,UTILITY
0,0,420,777,TOP
0,0,200,113,JUNGLE
0,0,69,133,MIDDLE
0,0,12,145,UTILITY
0,0,21,16,BOTTOM
0,0,236,133,TOP
0,0,121,154,JUNGLE
0,0,131,157,MIDDLE
0,0,145,147,BOTTOM
0,0,111,44,UTILITY
0,0,86,23,TOP
0,0,876,113,JUNGLE
0,0,950,61,MIDDLE
0,0,202,221,BOTTOM
