,outcome,redTeam,blueTeam,Role
0,0,555,497,UTILITY
0,1,6,84,TOP
0,1,9,427,JUNGLE
0,1,236,777,MIDDLE
0,1,22,145,BOTTOM
0,1,40,518,UTILITY
0,0,266,58,TOP
0,0,104,121,JUNGLE
0,0,142,887,MIDDLE
0,0,202,81,BOTTOM
0,0,526,89,UTILITY
0,0,19,266,TOP
0,0,32,876,JUNGLE
0,0,555,69,UTILITY
0,0,145,429,BOTTOM
0,0,61,78,MIDDLE
0,1,67,68,TOP
0,1,143,234,JUNGLE
0,1,42,91,MIDDLE
0,1,222,145,BOTTOM
0,1,12,111,UTILITY
0,1,58,107,TOP
0,1,143,63,JUNGLE
0,1,126,42,MIDDLE
0,1,81,236,BOTTOM
0,1,432,89,UTILITY
0,1,18,78,MIDDLE
0,1,143,30,JUNGLE
0,1,164,86,TOP
0,1,119,145,BOTTOM
0,1,267,12,UTILITY
0,1,950,126,TOP
0,1,163,68,JUNGLE
0,1,145,4,MIDDLE
0,1,202,81,BOTTOM
0,1,12,111,UTILITY
0,0,107,58,TOP
0,0,79,163,JUNGLE
0,0,18,61,MIDDLE
0,0,119,498,BOTTOM
0,0,910,497,UTILITY
0,1,157,236,TOP
0,1,64,32,JUNGLE
0,1,517,69,MIDDLE
0,1,222,901,BOTTOM
0,1,412,143,UTILITY
0,0,164,85,TOP
0,0,64,200,JUNGLE
0,0,131,7,MIDDLE
0,0,81,22,BOTTOM
0,0,910,267,UTILITY
0,0,39,240,TOP
0,0,78,154,JUNGLE
0,0,517,163,MIDDLE
0,0,119,22,BOTTOM
0,0,12,201,UTILITY
0,0,3,897,TOP
0,0,163,517,JUNGLE
0,0,61,99,MIDDLE
0,0,21,221,BOTTOM
0,0,12,147,UTILITY
0,1,24,58,TOP
0,1,245,200,JUNGLE
0,1,81,3,MIDDLE
0,1,145,147,BOTTOM
0,1,412,526,UTILITY
0,1,266,86,TOP
0,1,234,77,JUNGLE
0,1,69,18,MIDDLE
0,1,222,147,BOTTOM
0,1,111,526,UTILITY
0,1,4,78,TOP
0,1,203,28,JUNGLE
0,1,142,166,MIDDLE
0,1,360,29,BOTTOM
0,1,526,902,UTILITY
0,1,58,164,TOP
0,1,28,35,JUNGLE
0,1,157,103,MIDDLE
0,1,119,15,BOTTOM
0,1,235,40,UTILITY
0,1,68,4,TOP
0,1,120,64,JUNGLE
0,1,18,55,MIDDLE
0,1,222,901,BOTTOM
0,1,117,37,UTILITY
0,0,24,887,TOP
0,0,68,203,JUNGLE
0,0,79,81,MIDDLE
0,0,22,21,BOTTOM
0,0,902,89,UTILITY
0,1,24,36,TOP
0,1,68,106,JUNGLE
0,1,18,7,MIDDLE
0,1,22,147,BOTTOM
0,1,50,235,UTILITY
0,1,134,86,MIDDLE
0,1,35,203,JUNGLE
0,1,75,84,TOP
0,1,81,21,BOTTOM
0,1,518,43,UTILITY
0,1,75,72,TOP
0,1,64,30,JUNGLE
0,1,268,101,MIDDLE
0,1,29,236,BOTTOM
0,1,412,267,UTILITY
0,0,6,24,TOP
0,0,203,121,JUNGLE
0,0,7,84,MIDDLE
0,0,202,29,BOTTOM
0,0,40,526,UTILITY
0,1,420,133,TOP
0,1,9,68,JUNGLE
0,1,134,18,MIDDLE
0,1,29,147,BOTTOM
0,1,111,89,UTILITY
0,0,103,68,MIDDLE
0,0,203,78,JUNGLE
0,0,19,143,TOP
0,0,29,51,BOTTOM
0,0,518,12,UTILITY
0,1,2,78,TOP
0,1,64,24,JUNGLE
0,1,84,127,MIDDLE
0,1,29,236,BOTTOM
0,1,526,412,UTILITY
0,0,114,56,TOP
0,0,143,163,JUNGLE
0,0,42,105,MIDDLE
0,0,21,29,BOTTOM
0,0,201,147,UTILITY
0,0,42,164,TOP
0,0,234,143,JUNGLE
0,0,268,7,MIDDLE
0,0,29,81,BOTTOM
0,0,111,16,UTILITY
0,1,875,10,TOP
0,1,30,68,JUNGLE
0,1,127,777,MIDDLE
0,1,119,222,BOTTOM
0,1,223,89,UTILITY
0,0,875,68,TOP
0,0,163,120,JUNGLE
0,0,777,81,MIDDLE
0,0,523,202,BOTTOM
0,0,40,518,UTILITY
0,0,887,48,TOP
0,0,68,60,JUNGLE
0,0,126,18,MIDDLE
0,0,523,119,BOTTOM
0,0,111,526,UTILITY
0,0,92,77,TOP
0,0,35,876,JUNGLE
0,0,105,777,MIDDLE
0,0,498,223,BOTTOM
0,0,111,235,UTILITY
0,1,86,106,TOP
0,1,203,76,JUNGLE
0,1,7,51,MIDDLE
0,1,221,145,BOTTOM
0,1,888,201,UTILITY
0,1,4,221,TOP
0,1,517,876,MIDDLE
0,1,64,18,JUNGLE
0,1,22,21,BOTTOM
0,1,147,526,UTILITY
0,1,122,86,TOP
0,1,121,517,JUNGLE
0,1,3,42,MIDDLE
0,1,145,221,BOTTOM
0,1,89,40,UTILITY
0,1,518,79,TOP
0,1,876,35,JUNGLE
0,1,18,245,MIDDLE
0,1,145,22,BOTTOM
0,1,111,201,UTILITY
0,0,85,24,TOP
0,0,200,120,JUNGLE
0,0,163,131,MIDDLE
0,0,222,110,BOTTOM
0,0,40,43,UTILITY
0,0,523,68,TOP
0,0,17,35,MIDDLE
0,0,120,107,JUNGLE
0,0,895,21,BOTTOM
0,0,81,555,UTILITY
0,0,516,68,TOP
0,0,63,35,JUNGLE
0,0,777,163,MIDDLE
0,0,81,202,BOTTOM
0,0,43,143,UTILITY
0,1,154,86,TOP
0,1,120,254,JUNGLE
0,1,4,268,MIDDLE
0,1,222,110,BOTTOM
0,1,26,53,UTILITY
0,1,85,4,TOP
0,1,200,120,JUNGLE
0,1,1,3,MIDDLE
0,1,145,81,BOTTOM
0,1,53,412,UTILITY
0,1,67,82,TOP
0,1,120,77,JUNGLE
0,1,99,131,MIDDLE
0,1,110,21,BOTTOM
0,1,43,53,UTILITY
0,0,58,114,TOP
0,0,517,120,JUNGLE
0,0,18,34,MIDDLE
0,0,81,895,BOTTOM
0,0,555,26,UTILITY
0,1,102,58,JUNGLE
0,1,266,11,TOP
0,1,268,101,MIDDLE
0,1,429,81,BOTTOM
0,1,111,26,UTILITY
0,1,54,23,TOP
0,1,131,120,JUNGLE
0,1,236,38,MIDDLE
0,1,110,119,BOTTOM
0,1,267,412,UTILITY
0,0,164,85,TOP
0,0,876,106,JUNGLE
0,0,236,42,MIDDLE
0,0,432,22,UTILITY
0,0,81,902,BOTTOM
0,1,24,42,TOP
0,1,121,234,JUNGLE
0,1,777,517,MIDDLE
0,1,22,110,BOTTOM
0,1,34,53,UTILITY
0,1,24,111,TOP
0,1,120,102,JUNGLE
0,1,245,18,MIDDLE
0,1,221,222,BOTTOM
0,1,201,40,UTILITY
0,1,875,421,TOP
0,1,120,200,JUNGLE
0,1,7,145,MIDDLE
0,1,22,222,BOTTOM
0,1,26,902,UTILITY
0,1,78,164,TOP
0,1,22,131,BOTTOM
0,1,34,777,MIDDLE
0,1,5,145,JUNGLE
0,1,12,143,UTILITY
0,0,777,164,TOP
0,0,120,72,JUNGLE
0,0,3,157,MIDDLE
0,0,222,50,BOTTOM
0,0,161,37,UTILITY
0,0,122,92,TOP
0,0,234,120,JUNGLE
0,0,38,910,MIDDLE
0,0,51,110,BOTTOM
0,0,555,164,UTILITY
0,1,266,79,TOP
0,1,59,121,JUNGLE
0,1,18,3,MIDDLE
0,1,147,429,BOTTOM
0,1,37,518,UTILITY
0,1,68,19,TOP
0,1,120,234,JUNGLE
0,1,777,7,MIDDLE
0,1,222,901,BOTTOM
0,1,89,101,UTILITY
0,0,150,36,TOP
0,0,234,141,JUNGLE
0,0,69,20,MIDDLE
0,0,145,81,BOTTOM
0,0,147,412,UTILITY
0,1,164,266,TOP
0,1,64,234,JUNGLE
0,1,84,142,MIDDLE
0,1,222,145,BOTTOM
0,1,267,111,UTILITY
0,1,8,79,TOP
0,1,427,64,JUNGLE
0,1,777,910,MIDDLE
0,1,50,96,BOTTOM
0,1,432,117,UTILITY
0,1,84,58,MIDDLE
0,1,121,77,JUNGLE
0,1,34,112,TOP
0,1,222,145,BOTTOM
0,1,888,44,UTILITY
0,0,266,24,TOP
0,0,59,64,JUNGLE
0,0,777,103,MIDDLE
0,0,147,222,BOTTOM
0,0,99,44,UTILITY
0,0,78,266,TOP
0,0,104,200,JUNGLE
0,0,61,777,MIDDLE
0,0,901,147,BOTTOM
0,0,99,350,UTILITY
0,1,266,36,TOP
0,1,234,64,JUNGLE
0,1,68,7,MIDDLE
0,1,523,147,BOTTOM
0,1,53,267,UTILITY
0,1,4,6,TOP
0,1,113,876,JUNGLE
0,1,777,34,MIDDLE
0,1,81,236,BOTTOM
0,1,32,43,UTILITY
0,1,86,58,TOP
0,1,143,141,JUNGLE
0,1,126,7,MIDDLE
0,1,22,236,BOTTOM
0,1,902,267,UTILITY
0,0,6,107,TOP
0,0,234,24,JUNGLE
0,0,910,115,MIDDLE
0,0,360,18,BOTTOM
0,0,147,526,UTILITY
0,0,126,2,TOP
0,0,106,76,JUNGLE
0,0,54,18,MIDDLE
0,0,22,96,BOTTOM
0,0,16,267,UTILITY
0,1,901,6,TOP
0,1,143,64,JUNGLE
0,1,42,238,MIDDLE
0,1,202,99,BOTTOM
0,1,526,32,UTILITY
0,0,77,106,TOP
0,0,86,35,MIDDLE
0,0,76,90,JUNGLE
0,0,81,145,BOTTOM
0,0,147,37,UTILITY
0,0,77,58,TOP
0,0,121,20,JUNGLE
0,0,18,42,MIDDLE
0,0,222,81,BOTTOM
0,0,37,43,UTILITY
0,0,777,887,TOP
0,0,5,200,JUNGLE
0,0,154,18,MIDDLE
0,0,15,222,BOTTOM
0,0,37,117,UTILITY
0,0,266,68,TOP
0,0,120,5,JUNGLE
0,0,61,126,MIDDLE
0,0,221,96,BOTTOM
0,0,40,147,UTILITY
0,1,36,117,TOP
0,1,163,76,JUNGLE
0,1,13,166,MIDDLE
0,1,145,429,BOTTOM
0,1,78,888,UTILITY
0,0,17,92,TOP
0,0,245,517,JUNGLE
0,0,42,234,MIDDLE
0,0,119,81,BOTTOM
0,0,526,43,UTILITY
0,1,86,24,TOP
0,1,203,121,JUNGLE
0,1,910,7,MIDDLE
0,1,22,202,BOTTOM
0,1,201,53,UTILITY
0,1,96,68,BOTTOM
0,1,121,200,JUNGLE
0,1,238,246,MIDDLE
0,1,4,145,TOP
0,1,888,555,UTILITY
0,1,23,164,TOP
0,1,200,9,JUNGLE
0,1,145,101,MIDDLE
0,1,21,81,BOTTOM
0,1,432,53,UTILITY
0,1,164,266,TOP
0,1,76,5,JUNGLE
0,1,234,101,MIDDLE
0,1,235,523,UTILITY
0,1,64,3,BOTTOM
0,1,41,122,TOP
0,1,43,78,UTILITY
0,1,84,950,MIDDLE
0,1,145,15,BOTTOM
0,1,106,16,JUNGLE
0,1,58,164,TOP
0,1,76,143,JUNGLE
0,1,157,5,MIDDLE
0,1,81,22,BOTTOM
0,1,43,910,UTILITY
0,1,69,150,TOP
0,1,33,131,JUNGLE
0,1,950,126,MIDDLE
0,1,429,145,BOTTOM
0,1,78,40,UTILITY
0,1,68,103,TOP
0,1,157,59,BOTTOM
0,1,711,147,MIDDLE
0,1,104,81,JUNGLE
0,1,78,777,UTILITY
0,0,78,74,TOP
0,0,421,91,JUNGLE
0,0,516,68,MIDDLE
0,0,202,119,BOTTOM
0,0,518,40,UTILITY
0,1,114,68,TOP
0,1,35,64,JUNGLE
0,1,42,81,MIDDLE
0,1,145,157,BOTTOM
0,1,3,497,UTILITY
0,1,75,24,TOP
0,1,20,30,JUNGLE
0,1,517,18,MIDDLE
0,1,22,81,BOTTOM
0,1,412,201,UTILITY
0,0,150,122,TOP
0,0,203,121,JUNGLE
0,0,136,61,MIDDLE
0,0,21,110,BOTTOM
0,0,902,89,UTILITY
0,0,777,67,TOP
0,0,104,32,JUNGLE
0,0,134,517,MIDDLE
0,0,81,221,BOTTOM
0,0,53,350,UTILITY
0,1,4,421,TOP
0,1,63,77,JUNGLE
0,1,950,42,MIDDLE
0,1,222,99,BOTTOM
0,1,25,111,UTILITY
0,1,92,901,TOP
0,1,121,60,JUNGLE
0,1,517,202,MIDDLE
0,1,221,22,BOTTOM
0,1,37,555,UTILITY
0,1,19,164,TOP
0,1,57,876,JUNGLE
0,1,18,42,MIDDLE
0,1,81,145,BOTTOM
0,1,101,497,UTILITY
0,1,72,68,TOP
0,1,76,64,JUNGLE
0,1,18,134,MIDDLE
0,1,145,81,BOTTOM
0,1,12,43,UTILITY
0,1,85,117,MIDDLE
0,1,76,234,JUNGLE
0,1,950,84,TOP
0,1,145,12,BOTTOM
0,1,526,222,UTILITY
0,1,68,897,TOP
0,1,234,121,JUNGLE
0,1,81,69,BOTTOM
0,1,42,523,MIDDLE
0,1,12,412,UTILITY
0,1,266,150,TOP
0,1,72,777,JUNGLE
0,1,103,127,MIDDLE
0,1,236,429,BOTTOM
0,1,267,68,UTILITY
0,0,85,86,TOP
0,0,62,59,JUNGLE
0,0,245,134,MIDDLE
0,0,221,222,BOTTOM
0,0,350,89,UTILITY
0,0,62,58,TOP
0,0,107,5,JUNGLE
0,0,90,7,MIDDLE
0,0,202,119,BOTTOM
0,0,53,12,UTILITY
0,0,85,78,TOP
0,0,30,121,JUNGLE
0,0,18,7,MIDDLE
0,0,429,110,BOTTOM
0,0,117,101,UTILITY
0,0,86,516,TOP
0,0,33,163,JUNGLE
0,0,23,42,MIDDLE
0,0,145,96,BOTTOM
0,0,37,117,UTILITY
0,1,6,133,TOP
0,1,76,35,JUNGLE
0,1,39,90,MIDDLE
0,1,221,119,BOTTOM
0,1,147,53,UTILITY
0,1,266,75,TOP
0,1,245,32,JUNGLE
0,1,90,19,MIDDLE
0,1,523,222,BOTTOM
0,1,78,412,UTILITY
0,0,19,126,TOP
0,0,120,131,JUNGLE
0,0,16,55,MIDDLE
0,0,30,147,BOTTOM
0,0,235,111,UTILITY
0,0,83,42,TOP
0,0,154,76,JUNGLE
0,0,55,105,MIDDLE
0,0,222,221,BOTTOM
0,0,412,497,UTILITY
0,1,23,64,TOP
0,1,63,234,JUNGLE
0,1,18,85,MIDDLE
0,1,147,360,BOTTOM
0,1,235,518,UTILITY
0,1,17,126,TOP
0,1,5,59,JUNGLE
0,1,166,42,MIDDLE
0,1,147,901,BOTTOM
0,1,40,432,UTILITY
0,1,69,77,TOP
0,1,104,234,JUNGLE
0,1,91,163,MIDDLE
0,1,202,22,BOTTOM
0,1,432,147,UTILITY
0,1,54,67,TOP
0,1,35,33,JUNGLE
0,1,18,42,MIDDLE
0,1,50,115,BOTTOM
0,1,78,43,UTILITY
0,0,897,77,TOP
0,0,106,104,JUNGLE
0,0,42,910,MIDDLE
0,0,145,523,BOTTOM
0,0,555,412,UTILITY
0,1,41,421,TOP
0,1,120,143,JUNGLE
0,1,61,910,MIDDLE
0,1,81,21,BOTTOM
0,1,89,57,UTILITY
0,0,119,67,TOP
0,0,63,102,JUNGLE
0,0,777,910,MIDDLE
0,0,81,29,BOTTOM
0,0,555,497,UTILITY
0,1,164,92,TOP
0,1,421,121,JUNGLE
0,1,910,103,MIDDLE
0,1,81,42,BOTTOM
0,1,111,89,UTILITY
0,0,516,126,TOP
0,0,77,63,JUNGLE
0,0,4,166,MIDDLE
0,0,221,81,BOTTOM
0,0,147,432,UTILITY
0,1,133,36,TOP
0,1,77,427,JUNGLE
0,1,127,157,MIDDLE
0,1,81,222,BOTTOM
0,1,89,12,UTILITY
0,0,68,897,TOP
0,0,64,234,JUNGLE
0,0,84,34,MIDDLE
0,0,22,202,BOTTOM
0,0,432,412,UTILITY
0,1,17,24,TOP
0,1,120,64,JUNGLE
0,1,61,517,MIDDLE
0,1,81,910,BOTTOM
0,1,164,37,UTILITY
0,1,41,84,TOP
0,1,203,104,JUNGLE
0,1,134,157,MIDDLE
0,1,202,21,BOTTOM
0,1,72,267,UTILITY
0,1,19,122,TOP
0,1,59,141,JUNGLE
0,1,42,74,MIDDLE
0,1,143,267,BOTTOM
0,1,910,236,UTILITY
0,1,62,2,TOP
0,1,427,122,JUNGLE
0,1,18,101,MIDDLE
0,1,63,360,BOTTOM
0,1,26,111,UTILITY
0,0,897,126,TOP
0,0,30,17,JUNGLE
0,0,51,6,MIDDLE
0,0,143,81,UTILITY
0,0,96,910,BOTTOM
0,0,85,17,TOP
0,0,35,5,JUNGLE
0,0,42,134,MIDDLE
0,0,63,221,BOTTOM
0,0,497,98,UTILITY
0,0,85,126,TOP
0,0,203,77,JUNGLE
0,0,910,42,MIDDLE
0,0,145,81,BOTTOM
0,0,111,37,UTILITY
0,0,126,85,TOP
0,0,76,107,JUNGLE
0,0,86,910,MIDDLE
0,0,143,236,BOTTOM
0,0,267,89,UTILITY
0,0,54,24,TOP
0,0,950,876,MIDDLE
0,0,203,126,JUNGLE
0,0,81,39,BOTTOM
0,0,902,117,UTILITY
0,1,114,875,TOP
0,1,64,5,JUNGLE
0,1,68,777,MIDDLE
0,1,360,96,BOTTOM
0,1,526,902,UTILITY
0,0,23,875,TOP
0,0,203,83,JUNGLE
0,0,68,7,MIDDLE
0,0,81,119,BOTTOM
0,0,99,111,UTILITY
0,0,59,24,TOP
0,0,234,83,JUNGLE
0,0,18,84,MIDDLE
0,0,63,145,BOTTOM
0,0,12,89,UTILITY
0,1,18,54,MIDDLE
0,1,30,56,JUNGLE
0,1,517,42,TOP
0,1,360,145,BOTTOM
0,1,89,12,UTILITY
0,1,133,6,TOP
0,1,131,120,JUNGLE
0,1,14,18,MIDDLE
0,1,360,63,BOTTOM
0,1,53,25,UTILITY
0,0,106,875,TOP
0,0,64,121,JUNGLE
0,0,517,69,MIDDLE
0,0,222,21,BOTTOM
0,0,412,25,UTILITY
0,0,58,10,TOP
0,0,234,30,JUNGLE
0,0,268,777,MIDDLE
0,0,222,221,BOTTOM
0,0,26,432,UTILITY
0,0,86,24,TOP
0,0,143,131,JUNGLE
0,0,777,42,MIDDLE
0,0,221,222,BOTTOM
0,0,526,26,UTILITY
0,0,24,266,TOP
0,0,20,30,JUNGLE
0,0,19,127,MIDDLE
0,0,81,222,BOTTOM
0,0,147,412,UTILITY
0,1,75,58,TOP
0,1,83,17,JUNGLE
0,1,8,777,MIDDLE
0,1,81,236,BOTTOM
0,1,267,201,UTILITY
0,1,31,4,TOP
0,1,83,9,JUNGLE
0,1,517,777,MIDDLE
0,1,21,81,BOTTOM
0,1,111,78,UTILITY
0,1,86,67,TOP
0,1,83,64,JUNGLE
0,1,74,115,MIDDLE
0,1,63,147,BOTTOM
0,1,89,7,UTILITY
0,0,14,516,TOP
0,0,63,83,JUNGLE
0,0,236,777,MIDDLE
0,0,202,429,BOTTOM
0,0,40,89,UTILITY
0,0,150,164,TOP
0,0,63,83,JUNGLE
0,0,777,910,MIDDLE
0,0,81,145,BOTTOM
0,0,78,89,UTILITY
0,1,122,39,TOP
0,1,83,154,JUNGLE
0,1,127,134,MIDDLE
0,1,202,221,BOTTOM
0,1,432,235,UTILITY
0,0,126,150,TOP
0,0,64,35,JUNGLE
0,0,68,84,MIDDLE
0,0,145,202,BOTTOM
0,0,526,89,UTILITY
0,1,83,103,TOP
0,1,9,64,JUNGLE
0,1,8,63,MIDDLE
0,1,145,42,BOTTOM
0,1,26,37,UTILITY
0,0,8,164,TOP
0,0,64,120,JUNGLE
0,0,42,55,MIDDLE
0,0,202,81,BOTTOM
0,0,89,412,UTILITY
0,0,223,111,TOP
0,0,106,876,JUNGLE
0,0,103,238,MIDDLE
0,0,222,81,BOTTOM
0,0,201,43,UTILITY
0,1,67,154,TOP
0,1,63,120,JUNGLE
0,1,236,90,MIDDLE
0,1,81,145,BOTTOM
0,1,43,89,UTILITY
0,1,24,164,TOP
0,1,203,245,JUNGLE
0,1,18,42,MIDDLE
0,1,115,145,BOTTOM
0,1,89,497,UTILITY
0,1,85,68,TOP
0,1,234,131,JUNGLE
0,1,3,157,MIDDLE
0,1,145,236,BOTTOM
0,1,78,526,UTILITY
0,0,17,266,TOP
0,0,30,113,JUNGLE
0,0,42,517,MIDDLE
0,0,523,29,BOTTOM
0,0,12,497,UTILITY
0,0,98,164,TOP
0,0,107,64,JUNGLE
0,0,518,42,MIDDLE
0,0,222,115,BOTTOM
0,0,497,40,UTILITY
0,1,106,60,TOP
0,1,11,154,JUNGLE
0,1,4,523,MIDDLE
0,1,498,42,BOTTOM
0,1,497,201,UTILITY
0,1,516,887,TOP
0,1,35,77,JUNGLE
0,1,777,42,MIDDLE
0,1,81,202,BOTTOM
0,1,89,518,UTILITY
0,1,36,24,TOP
0,1,104,234,JUNGLE
0,1,131,18,MIDDLE
0,1,221,143,BOTTOM
0,1,267,235,UTILITY
0,1,39,85,TOP
0,1,64,104,JUNGLE
0,1,99,523,MIDDLE
0,1,81,143,BOTTOM
0,1,89,201,UTILITY
0,1,240,86,TOP
0,1,234,163,JUNGLE
0,1,81,910,BOTTOM
0,1,1,901,MIDDLE
0,1,555,43,UTILITY
0,0,96,240,BOTTOM
0,0,63,141,JUNGLE
0,0,236,134,MIDDLE
0,0,266,29,TOP
0,0,117,902,UTILITY
0,0,240,92,TOP
0,0,245,203,JUNGLE
0,0,42,163,MIDDLE
0,0,29,236,BOTTOM
0,0,117,267,UTILITY
0,0,19,68,TOP
0,0,64,234,JUNGLE
0,0,7,777,MIDDLE
0,0,145,81,BOTTOM
0,0,111,201,UTILITY
0,1,41,236,TOP
0,1,30,63,JUNGLE
0,1,157,18,MIDDLE
0,1,222,221,BOTTOM
0,1,201,89,UTILITY
0,0,79,86,TOP
0,0,421,121,JUNGLE
0,0,518,38,MIDDLE
0,0,236,145,BOTTOM
0,0,44,497,UTILITY
0,0,36,68,TOP
0,0,64,233,JUNGLE
0,0,202,134,MIDDLE
0,0,22,145,BOTTOM
0,0,89,78,UTILITY
0,1,221,164,TOP
0,1,121,203,JUNGLE
0,1,23,711,MIDDLE
0,1,145,81,BOTTOM
0,1,12,89,UTILITY
0,1,4,85,TOP
0,1,104,56,JUNGLE
0,1,103,39,MIDDLE
0,1,81,222,BOTTOM
0,1,497,111,UTILITY
0,0,79,24,TOP
0,0,121,203,JUNGLE
0,0,236,4,MIDDLE
0,0,119,115,BOTTOM
0,0,555,53,UTILITY
0,1,68,98,TOP
0,1,56,63,JUNGLE
0,1,7,3,MIDDLE
0,1,222,157,BOTTOM
0,1,78,526,UTILITY
0,1,18,266,MIDDLE
0,1,63,421,JUNGLE
0,1,517,54,TOP
0,1,147,81,BOTTOM
0,1,43,910,UTILITY
0,0,4,68,TOP
0,0,876,234,JUNGLE
0,0,42,777,MIDDLE
0,0,236,22,BOTTOM
0,0,902,26,UTILITY
0,1,4,85,TOP
0,1,876,121,JUNGLE
0,1,134,154,MIDDLE
0,1,221,145,BOTTOM
0,1,902,53,UTILITY
0,1,4,85,TOP
0,1,121,203,JUNGLE
0,1,105,711,MIDDLE
0,1,222,523,BOTTOM
0,1,101,518,UTILITY
0,0,13,68,TOP
0,0,120,203,JUNGLE
0,0,910,7,MIDDLE
0,0,202,901,BOTTOM
0,0,20,201,UTILITY
0,0,36,68,TOP
0,0,203,64,JUNGLE
0,0,13,61,MIDDLE
0,0,222,119,BOTTOM
0,0,201,12,UTILITY
0,0,68,875,TOP
0,0,234,120,JUNGLE
0,0,7,910,MIDDLE
0,0,523,81,BOTTOM
0,0,201,89,UTILITY
0,1,92,68,TOP
0,1,63,33,JUNGLE
0,1,910,12,MIDDLE
0,1,221,145,BOTTOM
0,1,526,163,UTILITY
0,0,78,62,TOP
0,0,28,79,JUNGLE
0,0,157,3,MIDDLE
0,0,360,221,BOTTOM
0,0,111,526,UTILITY
0,1,62,58,TOP
0,1,76,63,JUNGLE
0,1,268,42,MIDDLE
0,1,119,236,BOTTOM
0,1,89,267,UTILITY
0,1,62,777,TOP
0,1,245,200,JUNGLE
0,1,166,8,MIDDLE
0,1,145,81,BOTTOM
0,1,16,497,UTILITY
0,0,62,24,TOP
0,0,234,79,JUNGLE
0,0,127,157,MIDDLE
0,0,901,115,BOTTOM
0,0,350,432,UTILITY
0,0,62,14,TOP
0,0,28,234,JUNGLE
0,0,131,101,MIDDLE
0,0,67,81,BOTTOM
0,0,53,37,UTILITY
0,1,62,23,MIDDLE
0,1,876,30,JUNGLE
0,1,134,55,TOP
0,1,51,15,BOTTOM
0,1,12,81,UTILITY
0,1,62,777,TOP
0,1,245,121,JUNGLE
0,1,91,101,MIDDLE
0,1,81,69,BOTTOM
0,1,412,57,UTILITY
0,0,897,62,TOP
0,0,30,427,JUNGLE
0,0,3,115,MIDDLE
0,0,145,110,BOTTOM
0,0,89,42,UTILITY
0,0,62,19,TOP
0,0,78,33,JUNGLE
0,0,42,950,MIDDLE
0,0,99,81,BOTTOM
0,0,147,16,UTILITY
0,0,62,68,TOP
0,0,141,104,JUNGLE
0,0,163,79,MIDDLE
0,0,498,145,BOTTOM
0,0,89,111,UTILITY
0,0,266,62,TOP
0,0,131,63,JUNGLE
0,0,157,19,MIDDLE
0,0,119,222,BOTTOM
0,0,350,89,UTILITY
0,1,62,86,TOP
0,1,63,120,JUNGLE
0,1,126,163,MIDDLE
0,1,21,360,BOTTOM
0,1,12,143,UTILITY
0,1,62,103,MIDDLE
0,1,141,33,JUNGLE
0,1,74,950,TOP
0,1,202,29,BOTTOM
0,1,68,497,UTILITY
0,0,58,80,TOP
0,0,121,76,JUNGLE
0,0,166,157,MIDDLE
0,0,221,145,BOTTOM
0,0,497,12,UTILITY
0,0,115,35,UTILITY
0,0,77,234,JUNGLE
0,0,18,143,MIDDLE
0,0,21,202,BOTTOM
0,0,36,555,TOP
0,1,54,136,TOP
0,1,131,427,JUNGLE
0,1,157,236,MIDDLE
0,1,910,221,BOTTOM
0,1,111,201,UTILITY
0,1,75,6,TOP
0,1,30,35,JUNGLE
0,1,3,777,MIDDLE
0,1,119,147,BOTTOM
0,1,235,84,UTILITY
0,0,4,266,TOP
0,0,120,154,JUNGLE
0,0,41,99,MIDDLE
0,0,202,221,BOTTOM
0,0,432,40,UTILITY
0,0,62,86,TOP
0,0,113,9,JUNGLE
0,0,157,711,BOTTOM
0,0,910,147,MIDDLE
0,0,12,555,UTILITY
0,1,2,6,TOP
0,1,246,104,JUNGLE
0,1,84,112,MIDDLE
0,1,202,99,BOTTOM
0,1,53,267,UTILITY
0,0,777,14,TOP
0,0,77,131,JUNGLE
0,0,42,157,MIDDLE
0,0,910,145,BOTTOM
0,0,78,53,UTILITY
0,1,497,10,TOP
0,1,141,104,JUNGLE
0,1,81,61,MIDDLE
0,1,236,42,BOTTOM
0,1,902,267,UTILITY
0,0,77,17,TOP
0,0,64,238,JUNGLE
0,0,54,711,MIDDLE
0,0,81,498,BOTTOM
0,0,98,43,UTILITY
0,1,122,24,TOP
0,1,77,64,JUNGLE
0,1,42,19,MIDDLE
0,1,145,81,BOTTOM
0,1,89,85,UTILITY
0,0,122,98,TOP
0,0,245,203,JUNGLE
0,0,238,7,MIDDLE
0,0,81,221,BOTTOM
0,0,53,350,UTILITY
0,1,69,72,TOP
0,1,234,245,JUNGLE
0,1,526,157,UTILITY
0,1,115,360,BOTTOM
0,1,18,53,MIDDLE
0,0,23,429,TOP
0,0,64,30,JUNGLE
0,0,18,42,MIDDLE
0,0,115,51,BOTTOM
0,0,143,267,UTILITY
0,0,133,429,TOP
0,0,887,121,JUNGLE
0,0,7,38,MIDDLE
0,0,145,222,BOTTOM
0,0,412,89,UTILITY
0,0,114,75,TOP
0,0,421,30,JUNGLE
0,0,103,42,MIDDLE
0,0,222,221,BOTTOM
0,0,89,40,UTILITY
0,1,67,4,TOP
0,1,120,203,JUNGLE
0,1,7,517,MIDDLE
0,1,110,236,BOTTOM
0,1,16,267,UTILITY
0,1,4,114,TOP
0,1,200,143,JUNGLE
0,1,910,18,MIDDLE
