,0
13409,NA1_5026159391
13410,NA1_5024888452
13411,NA1_5024860740
13412,NA1_5024010825
13413,NA1_5039052174
13414,NA1_5038559274
13415,NA1_5038547997
13416,NA1_5038535985
13417,NA1_5038490454
13418,NA1_5038432765
13419,NA1_5038340523
13420,NA1_5038329026
13421,NA1_5038311542
13422,NA1_5038258435
13423,NA1_5038253245
13424,NA1_5038242686
13425,NA1_5038194835
13426,NA1_5038175335
13427,NA1_5037813049
13428,NA1_5037047099
13429,NA1_5036720380
13430,NA1_5036684394
13431,NA1_5034483859
13432,NA1_5034342396
13433,NA1_5036195014
13434,NA1_5034510611
13435,NA1_5033879619
13436,NA1_5033852007
13437,NA1_5033774561
13438,NA1_5032438574
13439,NA1_5029443919
13440,NA1_5029386987
13441,NA1_5026268243
13442,NA1_5026227648
13443,NA1_5039069482
13444,NA1_5039002838
13445,NA1_5038771636
13446,NA1_5038614301
13447,NA1_5038526544
13448,NA1_5038511069
13449,NA1_5038429060
13450,NA1_5038341562
13451,NA1_5038329341
13452,NA1_5038044166
13453,NA1_5037866518
13454,NA1_5038577949
13455,NA1_5038483703
13456,NA1_5038360235
13457,NA1_5038232780
13458,NA1_5038174623
13459,NA1_5038160193
13460,NA1_5039027291
13461,NA1_5038895169
13462,NA1_5037550077
13463,NA1_5036494069
13464,NA1_5034651123
13465,NA1_5034646006
13466,NA1_5034635980
13467,NA1_5034631042
13468,NA1_5034594644
13469,NA1_5038599108
13470,NA1_5037940103
13471,NA1_5037912367
13472,NA1_5035585079
13473,NA1_5035193991
13474,NA1_5034629467
13475,NA1_5034630826
13476,NA1_5034623031
13477,NA1_5034558494
13478,NA1_5033974895
13479,NA1_5033961054
13480,NA1_5033704887
13481,NA1_5033676734
13482,NA1_5038572694
13483,NA1_5038209821
13484,NA1_5038188719
13485,NA1_5038138357
13486,NA1_5032278235
13487,NA1_5030928610
13488,NA1_5030921775
13489,NA1_5030905228
13490,NA1_5030888282
13491,NA1_5030866851
13492,NA1_5030839233
13493,NA1_5028885048
13494,NA1_5022366660
13495,NA1_5022352949
13496,NA1_5022332578
13497,NA1_5022305434
13498,NA1_5022263896
13499,NA1_5022215046
13500,NA1_5022184251
13501,NA1_5022162864
13502,NA1_5037124468
13503,NA1_5036517101
13504,NA1_5036052664
13505,NA1_5036030813
13506,NA1_5035499718
13507,NA1_5035465112
13508,NA1_5027220064
13509,NA1_5027207140
13510,NA1_5027201888
13511,NA1_5024394502
13512,NA1_5023137140
13513,NA1_5023131502
13514,NA1_5023125446
13515,NA1_5023123310
13516,NA1_5023114612
13517,NA1_5023087917
13518,NA1_5023071110
13519,NA1_5022423622
13520,NA1_5022417595
13521,NA1_5022409507
13522,NA1_5022395577
13523,NA1_5022393864
13524,NA1_5022379711
13525,NA1_5039198665
13526,NA1_5039131868
13527,NA1_5039093106
13528,NA1_5039076413
13529,NA1_5039054706
13530,NA1_5038671041
13531,NA1_5038616288
13532,NA1_5038588470
13533,NA1_5038573126
13534,NA1_5038550963
13535,NA1_5038527090
13536,NA1_5038503729
13537,NA1_5038468028
13538,NA1_5038429589
13539,NA1_5038417356
13540,NA1_5038387956
13541,NA1_5030858843
13542,NA1_5030823635
13543,NA1_5030796199
13544,NA1_5030757078
13545,NA1_5030729845
13546,NA1_5029992983
13547,NA1_5029932160
13548,NA1_5029917548
13549,NA1_5029898411
13550,NA1_5029865483
13551,NA1_5029635517
13552,NA1_5029575754
13553,NA1_5029013726
13554,NA1_5029013211
13555,NA1_5029013784
13556,NA1_5028928726
13557,NA1_5028918056
13558,NA1_5028737048
13559,NA1_5028719794
13560,NA1_5028322599
13561,NA1_5028302101
13562,NA1_5027811039
13563,NA1_5034621908
13564,NA1_5034600194
13565,NA1_5034576520
13566,NA1_5034565131
13567,NA1_5032707340
13568,NA1_5032168353
13569,NA1_5032166153
13570,NA1_5032158847
13571,NA1_5032147316
13572,NA1_5032140434
13573,NA1_5032132409
13574,NA1_5032119389
13575,NA1_5032114306
13576,NA1_5032091397
13577,NA1_5032071639
13578,NA1_5032049738
13579,NA1_5037679427
13580,NA1_5037119880
13581,NA1_5035300396
13582,NA1_5029432787
13583,NA1_5027592270
13584,NA1_5027569890
13585,NA1_5027542959
13586,NA1_5027124401
13587,NA1_5027025011
13588,NA1_5024352917
13589,NA1_5024331666
13590,NA1_5024240711
13591,NA1_5024115680
13592,NA1_5022419944
13593,NA1_5022410233
13594,NA1_5022400316
13595,NA1_5022390239
13596,NA1_5022330519
13597,NA1_5037226016
13598,NA1_5036832949
13599,NA1_5036791723
13600,NA1_5036239295
13601,NA1_5034684290
13602,NA1_5039209230
13603,NA1_5039084547
13604,NA1_5039043969
13605,NA1_5039028057
13606,NA1_5038055832
13607,NA1_5037683666
13608,NA1_5037492916
13609,NA1_5039123290
13610,NA1_5038115528
13611,NA1_5037422751
13612,NA1_5037146587
13613,NA1_5036862199
13614,NA1_5036831363
13615,NA1_5035742934
13616,NA1_5035092239
13617,NA1_5033845544
13618,NA1_5036322371
13619,NA1_5031448245
13620,NA1_5029959116
13621,NA1_5029924408
13622,NA1_5028304885
13623,NA1_5028276547
13624,NA1_5028253627
13625,NA1_5028231216
13626,NA1_5027922375
13627,NA1_5026645440
13628,NA1_5022567985
13629,NA1_5018888459
13630,NA1_5018874911
13631,NA1_5018366403
13632,NA1_5018350812
13633,NA1_5018328584
13634,NA1_5038058132
13635,NA1_5036300348
13636,NA1_5036165373
13637,NA1_5036147639
13638,NA1_5036269239
13639,NA1_5033788463
13640,NA1_5033040076
13641,NA1_5037908882
13642,NA1_5034754389
13643,NA1_5034304317
13644,NA1_5034275757
13645,NA1_5034250228
13646,NA1_5034219787
13647,NA1_5034200977
13648,NA1_5034118639
13649,NA1_5034100533
13650,NA1_5034086688
13651,NA1_5033595244
13652,NA1_5033559606
13653,NA1_5033550782
13654,NA1_5033473233
13655,NA1_5033461810
13656,NA1_5033443546
13657,NA1_5032983406
13658,NA1_5032964708
13659,NA1_5032311107
13660,NA1_5032295264
13661,NA1_5032281792
13662,NA1_5032201219
13663,NA1_5029312689
13664,NA1_5028998305
13665,NA1_5028835490
13666,NA1_5028779227
13667,NA1_5028415891
13668,NA1_5028206844
13669,NA1_5028183779
13670,NA1_5028116581
13671,NA1_5027666793
13672,NA1_5027620797
13673,NA1_5027513985
13674,NA1_5024148057
13675,NA1_5024065761
13676,NA1_5023786984
13677,NA1_5038540363
13678,NA1_5038506961
13679,NA1_5038399910
13680,NA1_5038361587
13681,NA1_5038024378
13682,NA1_5038000249
13683,NA1_5037947535
13684,NA1_5037890347
13685,NA1_5037791940
13686,NA1_5038702674
13687,NA1_5038684436
13688,NA1_5038632432
13689,NA1_5038451861
13690,NA1_5036919158
13691,NA1_5036813642
13692,NA1_5036733426
13693,NA1_5036710192
13694,NA1_5036400858
13695,NA1_5035910100
13696,NA1_5035906895
13697,NA1_5035901758
13698,NA1_5035892140
13699,NA1_5039219870
13700,NA1_5039075064
13701,NA1_5034350016
13702,NA1_5025935862
13703,NA1_5025914591
13704,NA1_5025879112
13705,NA1_5025849498
13706,NA1_5025482802
13707,NA1_5025362086
13708,NA1_5025317993
13709,NA1_5025285666
13710,NA1_5029428176
13711,NA1_5029177831
13712,NA1_5028141471
13713,NA1_5028107022
13714,NA1_5025758129
13715,NA1_5025738337
13716,NA1_5025689128
13717,NA1_5024975811
13718,NA1_5024528442
13719,NA1_5024392725
13720,NA1_5024391805
13721,NA1_5024326918
13722,NA1_5024238960
13723,NA1_5023739028
13724,NA1_5023643019
13725,NA1_5023611964
13726,NA1_5022983073
13727,NA1_5022956119
13728,NA1_5022898240
13729,NA1_5022858215
13730,NA1_5019851589
13731,NA1_5039209696
13732,NA1_5038630563
13733,NA1_5037875295
13734,NA1_5037044759
13735,NA1_5037033281
13736,NA1_5035864677
13737,NA1_5035858245
13738,NA1_5035642627
13739,NA1_5035511832
13740,NA1_5035092492
13741,NA1_5035070812
13742,NA1_5035050038
13743,NA1_5039074529
13744,NA1_5039025583
13745,NA1_5037821468
13746,NA1_5038268943
13747,NA1_5038253967
13748,NA1_5038234602
13749,NA1_5038226418
13750,NA1_5037754025
13751,NA1_5037132469
13752,NA1_5033401631
13753,NA1_5032821163
13754,NA1_5031586752
13755,NA1_5034066005
13756,NA1_5033910904
13757,NA1_5032702599
13758,NA1_5031547050
13759,NA1_5031514669
13760,NA1_5031449300
13761,NA1_5031387476
13762,NA1_5030890381
13763,NA1_5030275752
13764,NA1_5030263257
13765,NA1_5030252222
13766,NA1_5030231683
13767,NA1_5030219059
13768,NA1_5030131228
13769,NA1_5035705826
13770,NA1_5035218842
13771,NA1_5035170748
13772,NA1_5035137567
13773,NA1_5035100484
13774,NA1_5034916551
13775,NA1_5033886835
13776,NA1_5037312258
13777,NA1_5038785715
13778,NA1_5038508471
13779,NA1_5038489684
13780,NA1_5038168579
13781,NA1_5038154819
13782,NA1_5037966811
13783,NA1_5037534407
13784,NA1_5037327753
13785,NA1_5036839776
13786,NA1_5036666379
13787,NA1_5036650462
13788,NA1_5033007675
13789,NA1_5032988694
13790,NA1_5032978347
13791,NA1_5036315028
13792,NA1_5033542264
13793,NA1_5029938822
13794,NA1_5026941370
13795,NA1_5026875238
13796,NA1_5026843723
13797,NA1_5026619668
13798,NA1_5026603772
13799,NA1_5026038195
13800,NA1_5025978705
13801,NA1_5025957061
13802,NA1_5025186391
13803,NA1_5025176340
13804,NA1_5024969718
13805,NA1_5024953048
13806,NA1_5024918424
13807,NA1_5037347163
13808,NA1_5037318624
13809,NA1_5037309934
13810,NA1_5036887478
13811,NA1_5033871431
13812,NA1_5033836701
13813,NA1_5033817281
13814,NA1_5033799188
13815,NA1_5033672912
13816,NA1_5033421261
13817,NA1_5033205062
13818,NA1_5033181403
13819,NA1_5033163872
13820,NA1_5033133618
13821,NA1_5038138471
13822,NA1_5038094922
13823,NA1_5037197362
13824,NA1_5036848374
13825,NA1_5035521194
13826,NA1_5039093020
13827,NA1_5038884089
13828,NA1_5038643832
13829,NA1_5038503371
13830,NA1_5038126133
13831,NA1_5039012180
13832,NA1_5036000778
13833,NA1_5035962798
13834,NA1_5034282880
13835,NA1_5034260587
13836,NA1_5037634468
13837,NA1_5036920910
13838,NA1_5036889676
13839,NA1_5039214472
13840,NA1_5039201176
13841,NA1_5033511350
13842,NA1_5033479839
13843,NA1_5033193324
13844,NA1_5032461156
13845,NA1_5032416512
13846,NA1_5031978676
13847,NA1_5031957539
13848,NA1_5031927684
13849,NA1_5031424305
13850,NA1_5031109090
13851,NA1_5031093163
13852,NA1_5031059253
13853,NA1_5032645838
13854,NA1_5028662765
13855,NA1_5023898320
13856,NA1_5023252101
13857,NA1_5022364804
13858,NA1_5022350561
13859,NA1_5022333602
13860,NA1_5021174987
13861,NA1_5021159027
13862,NA1_5020536102
13863,NA1_5020488773
13864,NA1_5020444459
13865,NA1_5020425573
13866,NA1_5020414098
13867,NA1_5020376648
13868,NA1_5019473825
13869,NA1_5017480980
13870,NA1_5038172823
13871,NA1_5038138408
13872,NA1_5037155712
13873,NA1_5037014956
13874,NA1_5036998807
13875,NA1_5036873578
13876,NA1_5036723868
13877,NA1_5036692921
13878,NA1_5036672747
13879,NA1_5035396305
13880,NA1_5035232213
13881,NA1_5034512857
13882,NA1_5034472417
13883,NA1_5039068760
13884,NA1_5036454281
13885,NA1_5036435553
13886,NA1_5034523726
13887,NA1_5034509018
13888,NA1_5034471710
13889,NA1_5034277433
13890,NA1_5034247587
13891,NA1_5033706686
13892,NA1_5033630505
13893,NA1_5033610370
13894,NA1_5034863713
13895,NA1_5034846435
13896,NA1_5034824327
13897,NA1_5034349228
13898,NA1_5026756590
13899,NA1_5026140076
13900,NA1_5026119910
13901,NA1_5026092464
13902,NA1_5026072356
13903,NA1_5026044157
13904,NA1_5026019058
13905,NA1_5026000299
13906,NA1_5025942366
13907,NA1_5025860192
13908,NA1_5025510845
13909,NA1_5025491827
13910,NA1_5025459443
13911,NA1_5025329370
13912,NA1_5025311404
13913,NA1_5036007136
13914,NA1_5035969553
13915,NA1_5033540617
13916,NA1_5033533747
13917,NA1_5033514887
13918,NA1_5032351988
13919,NA1_5030523031
13920,NA1_5030463132
13921,NA1_5030449129
13922,NA1_5030414113
13923,NA1_5037200695
13924,NA1_5036718411
13925,NA1_5036697293
13926,NA1_5036648057
13927,NA1_5035639890
13928,NA1_5035481640
13929,NA1_5035463630
13930,NA1_5027895204
13931,NA1_5026760487
13932,NA1_5026710122
13933,NA1_5026678976
13934,NA1_5025302987
13935,NA1_5025280446
13936,NA1_5024796734
13937,NA1_5024774055
13938,NA1_5024736646
13939,NA1_5024651459
13940,NA1_5024631618
13941,NA1_5039179080
13942,NA1_5039163605
13943,NA1_5038617828
13944,NA1_5038408756
13945,NA1_5038368211
13946,NA1_5037884477
13947,NA1_5034965108
13948,NA1_5034946478
13949,NA1_5034250012
13950,NA1_5033054441
13951,NA1_5032587443
13952,NA1_5032559295
13953,NA1_5032542769
13954,NA1_5032497650
13955,NA1_5032458176
13956,NA1_5036984188
13957,NA1_5036940282
13958,NA1_5035113765
13959,NA1_5034257600
13960,NA1_5034240314
13961,NA1_5034224511
13962,NA1_5034212332
13963,NA1_5031907502
13964,NA1_5031880054
13965,NA1_5035275105
13966,NA1_5034049308
13967,NA1_5034040476
13968,NA1_5034034200
13969,NA1_5033966831
13970,NA1_5033946836
13971,NA1_5031573587
13972,NA1_5031575995
13973,NA1_5030964917
13974,NA1_5030951593
13975,NA1_5030918375
13976,NA1_5030908141
13977,NA1_5030887044
13978,NA1_5030866847
13979,NA1_5030840921
13980,NA1_5030807471
13981,NA1_5030778639
13982,NA1_5030749415
13983,NA1_5030717547
13984,NA1_5030696849
13985,NA1_5030628114
13986,NA1_5033819271
13987,NA1_5038410541
13988,NA1_5037731961
13989,NA1_5036067216
13990,NA1_5039013033
13991,NA1_5038995569
13992,NA1_5038921707
13993,NA1_5038910471
13994,NA1_5038902553
13995,NA1_5038582341
13996,NA1_5038847701
13997,NA1_5038804288
13998,NA1_5038747615
13999,NA1_5029330437
14000,NA1_5029313638
14001,NA1_5029290723
14002,NA1_5029279856
14003,NA1_5034259410
14004,NA1_5034078824
14005,NA1_5033627210
14006,NA1_5033607908
14007,NA1_5033487329
14008,NA1_5033062561
14009,NA1_5033037709
14010,NA1_5032881907
14011,NA1_5032407449
14012,NA1_5032389459
14013,NA1_5032243958
14014,NA1_5031800271
14015,NA1_5031692258
14016,NA1_5031349098
14017,NA1_5031211939
14018,NA1_5039167853
14019,NA1_5039118269
14020,NA1_5039053473
14021,NA1_5039046806
14022,NA1_5038398610
14023,NA1_5038359049
14024,NA1_5038239207
14025,NA1_5037242071
14026,NA1_5037200389
14027,NA1_5037044703
14028,NA1_5037043020
14029,NA1_5036780508
14030,NA1_5039080019
14031,NA1_5038900901
14032,NA1_5038866674
14033,NA1_5038849844
14034,NA1_5038260760
14035,NA1_5038250067
14036,NA1_5037435854
14037,NA1_5034712407
14038,NA1_5034441412
14039,NA1_5033488974
14040,NA1_5031475029
14041,NA1_5028358824
14042,NA1_5027726500
14043,NA1_5035630856
14044,NA1_5035261077
14045,NA1_5035201182
14046,NA1_5035039845
14047,NA1_5034421135
14048,NA1_5034246116
14049,NA1_5032602140
14050,NA1_5032452935
14051,NA1_5039144624
14052,NA1_5039095002
14053,NA1_5039072355
14054,NA1_5039048869
14055,NA1_5039032271
14056,NA1_5038618626
14057,NA1_5038599471
14058,NA1_5038554097
14059,NA1_5035179542
14060,NA1_5035157202
14061,NA1_5034234479
14062,NA1_5029416587
14063,NA1_5029381409
14064,NA1_5029361898
14065,NA1_5029282638
14066,NA1_5029239621
14067,NA1_5028494190
14068,NA1_5027953753
14069,NA1_5027929182
14070,NA1_5027911365
14071,NA1_5038789585
14072,NA1_5037970940
14073,NA1_5036266503
14074,NA1_5036199661
14075,NA1_5036098713
14076,NA1_5036081219
14077,NA1_5036063376
14078,NA1_5036031517
14079,NA1_5036023125
14080,NA1_5035989612
14081,NA1_5035663338
14082,NA1_5034925489
14083,NA1_5034830493
14084,NA1_5034804008
14085,NA1_5034768774
14086,NA1_5038226715
14087,NA1_5037597393
14088,NA1_5036508333
14089,NA1_5036440813
14090,NA1_5036417908
14091,NA1_5038077819
14092,NA1_5037287923
14093,NA1_5037236778
14094,NA1_5037203321
14095,NA1_5036087485
14096,NA1_5035608297
14097,NA1_5035518824
14098,NA1_5035498156
14099,NA1_5035453324
14100,NA1_5035177531
14101,NA1_5035158105
14102,NA1_5035114091
14103,NA1_5038869920
14104,NA1_5038816073
14105,NA1_5038109740
14106,NA1_5033358074
14107,NA1_5033294995
14108,NA1_5033277055
14109,NA1_5033102014
14110,NA1_5031666778
14111,NA1_5031494564
14112,NA1_5030895140
14113,NA1_5030229388
14114,NA1_5030199869
14115,NA1_5029776909
14116,NA1_5028313188
14117,NA1_5027729433
14118,NA1_5027715489
14119,NA1_5027256478
14120,NA1_5027245627
14121,NA1_5026945988
14122,NA1_5025987221
14123,NA1_5036771432
14124,NA1_5036691999
14125,NA1_5036662642
14126,NA1_5033783927
14127,NA1_5033763891
14128,NA1_5033174649
14129,NA1_5033155055
14130,NA1_5032518499
14131,NA1_5032501841
14132,NA1_5026150467
14133,NA1_5026126882
14134,NA1_5026099576
14135,NA1_5025992725
14136,NA1_5025968687
14137,NA1_5033522107
14138,NA1_5033000508
14139,NA1_5031215203
14140,NA1_5031171589
14141,NA1_5031172988
14142,NA1_5030371503
14143,NA1_5018397713
14144,NA1_5018393168
14145,NA1_5018365472
14146,NA1_5032382709
14147,NA1_5032379126
14148,NA1_5032332076
14149,NA1_5037987137
14150,NA1_5037644014
14151,NA1_5036923819
14152,NA1_5036861675
14153,NA1_5036665116
14154,NA1_5036406144
14155,NA1_5038005767
14156,NA1_5037975077
14157,NA1_5037279812
14158,NA1_5036938631
14159,NA1_5036852422
14160,NA1_5036410844
14161,NA1_5036064111
14162,NA1_5038978350
14163,NA1_5038234783
14164,NA1_5037068513
14165,NA1_5036584088
14166,NA1_5034896606
14167,NA1_5032527155
14168,NA1_5025617513
14169,NA1_5025589424
14170,NA1_5024635363
14171,NA1_5024628817
14172,NA1_5024279328
14173,NA1_5024219343
14174,NA1_5022682686
14175,NA1_5022261177
14176,NA1_5021405164
14177,NA1_5039176212
14178,NA1_5038533397
14179,NA1_5036293786
14180,NA1_5036258684
14181,NA1_5027810430
14182,NA1_5027800592
14183,NA1_5027797958
14184,NA1_5027786121
14185,NA1_5027774490
14186,NA1_5025111857
14187,NA1_5025102998
14188,NA1_5025094992
14189,NA1_5025079586
14190,NA1_5025070032
14191,NA1_5025041042
14192,NA1_5025023437
14193,NA1_5036120484
14194,NA1_5036109802
14195,NA1_5036052265
14196,NA1_5035862856
14197,NA1_5035844829
14198,NA1_5035826359
14199,NA1_5035815910
14200,NA1_5035804840
14201,NA1_5035551680
14202,NA1_5035508634
14203,NA1_5035434473
14204,NA1_5035423973
14205,NA1_5034064580
14206,NA1_5034045521
14207,NA1_5033620273
14208,NA1_5039096958
14209,NA1_5038271166
14210,NA1_5038250516
14211,NA1_5038229974
14212,NA1_5038213210
14213,NA1_5038197901
14214,NA1_5038167355
14215,NA1_5038046718
14216,NA1_5038025407
14217,NA1_5037994539
14218,NA1_5037875080
14219,NA1_5039177792
14220,NA1_5037600247
14221,NA1_5037562732
14222,NA1_5037520397
14223,NA1_5037477718
14224,NA1_5037341436
14225,NA1_5037275606
14226,NA1_5037255621
14227,NA1_5037218772
14228,NA1_5037147565
14229,NA1_5036998259
14230,NA1_5037441455
14231,NA1_5031412655
14232,NA1_5031392332
14233,NA1_5027923761
14234,NA1_5027899609
14235,NA1_5027886156
14236,NA1_5027868788
14237,NA1_5027838899
14238,NA1_5027820614
14239,NA1_5027429733
14240,NA1_5027376037
14241,NA1_5027267659
14242,NA1_5027247239
14243,NA1_5027238000
14244,NA1_5027225136
14245,NA1_5038904785
14246,NA1_5037585419
14247,NA1_5035854330
14248,NA1_5035764472
14249,NA1_5035218120
14250,NA1_5033308581
14251,NA1_5033173850
14252,NA1_5033146694
14253,NA1_5035269710
14254,NA1_5033343469
14255,NA1_5033321479
14256,NA1_5033310872
14257,NA1_5030287129
14258,NA1_5027179486
14259,NA1_5027171630
14260,NA1_5024635949
14261,NA1_5020131012
14262,NA1_5020108422
14263,NA1_5020075211
14264,NA1_5016023609
14265,NA1_5015191928
14266,NA1_5009036230
14267,NA1_5009014568
14268,NA1_5009001792
14269,NA1_5008974964
14270,NA1_5039211144
14271,NA1_5039161221
14272,NA1_5038212342
14273,NA1_5038170924
14274,NA1_5038149314
14275,NA1_5037296605
14276,NA1_5034837813
14277,NA1_5033024402
14278,NA1_5032999370
14279,NA1_5032986851
14280,NA1_5031362351
14281,NA1_5038337187
14282,NA1_5038314978
14283,NA1_5036578659
14284,NA1_5036559584
14285,NA1_5036541573
14286,NA1_5036106253
14287,NA1_5036020738
14288,NA1_5035462289
14289,NA1_5035425742
14290,NA1_5035410375
14291,NA1_5034813226
14292,NA1_5034794170
14293,NA1_5036374355
14294,NA1_5036355268
14295,NA1_5036143067
14296,NA1_5037745937
14297,NA1_5031634153
14298,NA1_5031145568
14299,NA1_5038439743
14300,NA1_5037816820
14301,NA1_5036108734
14302,NA1_5034185369
14303,NA1_5034161103
14304,NA1_5034138698
14305,NA1_5034119648
14306,NA1_5034053843
14307,NA1_5032970756
14308,NA1_5032876677
14309,NA1_5032326270
14310,NA1_5031200474
14311,NA1_5031187947
14312,NA1_5031100425
14313,NA1_5031059063
14314,NA1_5031049779
14315,NA1_5029950226
14316,NA1_5036994356
14317,NA1_5036849466
14318,NA1_5027964758
14319,NA1_5027945018
14320,NA1_5027851489
14321,NA1_5027838897
14322,NA1_5027815454
14323,NA1_5027802575
14324,NA1_5027797775
14325,NA1_5027658444
14326,NA1_5032933300
14327,NA1_5029356495
14328,NA1_5026140450
14329,NA1_5026117149
14330,NA1_5025790812
14331,NA1_5025778296
14332,NA1_5025771952
14333,NA1_5025767047
14334,NA1_5025746206
14335,NA1_5025656303
14336,NA1_5025639808
14337,NA1_5025607138
14338,NA1_5038913179
14339,NA1_5038842443
14340,NA1_5038266014
14341,NA1_5038182837
14342,NA1_5036593175
14343,NA1_5036094995
14344,NA1_5035758878
14345,NA1_5035706980
14346,NA1_5035137895
14347,NA1_5035100714
14348,NA1_5035012273
14349,NA1_5034935819
14350,NA1_5034896169
14351,NA1_5037833247
14352,NA1_5034998960
14353,NA1_5034856346
14354,NA1_5034304535
14355,NA1_5034294253
14356,NA1_5034190682
14357,NA1_5033601784
14358,NA1_5033537672
14359,NA1_5033163431
14360,NA1_5032982697
14361,NA1_5032517989
14362,NA1_5032488630
14363,NA1_5032455190
14364,NA1_5032349017
14365,NA1_5032032957
14366,NA1_5031936938
14367,NA1_5031853703
14368,NA1_5035371111
14369,NA1_5023770143
14370,NA1_5023760378
14371,NA1_5023684842
14372,NA1_5039121981
14373,NA1_5038813920
14374,NA1_5038781450
14375,NA1_5038633627
14376,NA1_5038602382
14377,NA1_5038501643
14378,NA1_5038492762
14379,NA1_5038349490
14380,NA1_5032928923
14381,NA1_5032913420
14382,NA1_5031761748
14383,NA1_5031743903
14384,NA1_5031318528
14385,NA1_5029779425
14386,NA1_5026911632
14387,NA1_5026694794
14388,NA1_5026668186
14389,NA1_5025985124
14390,NA1_5021192599
14391,NA1_5021184911
14392,NA1_5021158520
14393,NA1_5020385363
14394,NA1_5035831818
14395,NA1_5032584740
14396,NA1_5028899002
14397,NA1_5027714511
14398,NA1_5027709249
14399,NA1_5024996638
14400,NA1_5024876190
14401,NA1_5024415701
14402,NA1_5024410040
14403,NA1_5024385685
14404,NA1_5024377202
14405,NA1_5024358070
14406,NA1_5024328141
14407,NA1_5024272704
14408,NA1_5024248429
14409,NA1_5024211692
14410,NA1_5024189496
14411,NA1_5024164768
14412,NA1_5035078274
14413,NA1_5033579626
14414,NA1_5029803699
14415,NA1_5029759575
14416,NA1_5029752357
14417,NA1_5029733496
14418,NA1_5029692001
14419,NA1_5029684933
14420,NA1_5029665015
14421,NA1_5029421780
14422,NA1_5029393738
14423,NA1_5029366699
14424,NA1_5029324093
14425,NA1_5029247963
14426,NA1_5038070199
14427,NA1_5036897761
14428,NA1_5036594684
14429,NA1_5035451955
14430,NA1_5034813790
14431,NA1_5033667985
14432,NA1_5033636371
14433,NA1_5033614371
14434,NA1_5033603934
14435,NA1_5033588023
14436,NA1_5037861764
14437,NA1_5037497106
14438,NA1_5036741673
14439,NA1_5034228620
14440,NA1_5034213613
14441,NA1_5033625234
14442,NA1_5033608986
14443,NA1_5033593033
14444,NA1_5033034082
14445,NA1_5033021836
14446,NA1_5032567475
14447,NA1_5032512295
14448,NA1_5032489891
14449,NA1_5031989084
14450,NA1_5038430644
14451,NA1_5037438650
14452,NA1_5037364402
14453,NA1_5037887290
14454,NA1_5037872340
14455,NA1_5037842270
14456,NA1_5037704951
14457,NA1_5039163913
14458,NA1_5039145825
14459,NA1_5039111402
14460,NA1_5039091320
14461,NA1_5038869282
14462,NA1_5038857781
14463,NA1_5038818226
14464,NA1_5038745925
14465,NA1_5038715292
14466,NA1_5038688353
14467,NA1_5038191424
14468,NA1_5038178378
14469,NA1_5038166864
14470,NA1_5038139827
14471,NA1_5038113516
14472,NA1_5038090306
14473,NA1_5038040775
14474,NA1_5038007425
14475,NA1_5037550717
14476,NA1_5036861476
14477,NA1_5036764486
14478,NA1_5036443451
14479,NA1_5036411812
14480,NA1_5036355231
14481,NA1_5036337881
14482,NA1_5036311203
14483,NA1_5035211787
14484,NA1_5035188571
14485,NA1_5035173568
14486,NA1_5035147388
14487,NA1_5038541171
14488,NA1_5037673343
14489,NA1_5037260682
14490,NA1_5037214884
14491,NA1_5037195968
14492,NA1_5036692758
14493,NA1_5035186087
14494,NA1_5035097743
14495,NA1_5033855680
14496,NA1_5033299831
14497,NA1_5036110016
14498,NA1_5032638183
14499,NA1_5032389299
14500,NA1_5032374710
14501,NA1_5032347695
14502,NA1_5029913086
14503,NA1_5029511390
14504,NA1_5029399128
14505,NA1_5033636464
14506,NA1_5030446333
14507,NA1_5030428616
14508,NA1_5030419195
14509,NA1_5029878068
14510,NA1_5029798303
14511,NA1_5029750180
14512,NA1_5029736074
14513,NA1_5025199598
14514,NA1_5025190437
14515,NA1_5025182377
14516,NA1_5025163280
14517,NA1_5024865729
14518,NA1_5024846199
14519,NA1_5036485386
14520,NA1_5035415238
14521,NA1_5036999288
14522,NA1_5036437403
14523,NA1_5036425884
14524,NA1_5036222350
14525,NA1_5036363997
14526,NA1_5034166657
14527,NA1_5034097863
14528,NA1_5034081532
14529,NA1_5031638545
14530,NA1_5031625280
14531,NA1_5038998601
14532,NA1_5038334158
14533,NA1_5038315744
14534,NA1_5037769940
14535,NA1_5037292117
14536,NA1_5037247216
14537,NA1_5034668960
14538,NA1_5029760909
14539,NA1_5029695437
14540,NA1_5029670626
14541,NA1_5026686402
14542,NA1_5036831148
14543,NA1_5036799646
14544,NA1_5035498688
14545,NA1_5035357228
14546,NA1_5035164237
14547,NA1_5035139252
14548,NA1_5035046481
14549,NA1_5034893425
14550,NA1_5028607024
14551,NA1_5028587862
14552,NA1_5028209842
14553,NA1_5028172984
14554,NA1_5028015710
14555,NA1_5027994451
14556,NA1_5027641029
14557,NA1_5039113512
14558,NA1_5039014285
14559,NA1_5038532450
14560,NA1_5038513582
14561,NA1_5038411305
14562,NA1_5038397410
14563,NA1_5037903604
14564,NA1_5037894427
14565,NA1_5035829134
14566,NA1_5035811668
14567,NA1_5035340707
14568,NA1_5035340292
14569,NA1_5035142526
14570,NA1_5030394132
14571,NA1_5030367208
14572,NA1_5029712035
14573,NA1_5029389165
14574,NA1_5029366927
