,0
31601,NA1_5033488946
31602,NA1_5033434762
31603,NA1_5033421025
31604,NA1_5033414915
31605,NA1_5033406785
31606,NA1_5033392467
31607,NA1_5032389291
31608,NA1_5032373663
31609,NA1_5032359202
31610,NA1_5032262951
31611,NA1_5032196363
31612,NA1_5032193923
31613,NA1_5035427157
31614,NA1_5032285305
31615,NA1_5028455705
31616,NA1_5022588233
31617,NA1_5022573207
31618,NA1_5019155718
31619,NA1_5019117165
31620,NA1_5019096343
31621,NA1_5019081645
31622,NA1_5019069039
31623,NA1_5017728260
31624,NA1_5015862637
31625,NA1_5034878845
31626,NA1_5034342506
31627,NA1_5034316486
31628,NA1_5034160829
31629,NA1_5033587979
31630,NA1_5033568050
31631,NA1_5033298012
31632,NA1_5033232390
31633,NA1_5030811488
31634,NA1_5037133580
31635,NA1_5037048479
31636,NA1_5037045554
31637,NA1_5036556340
31638,NA1_5036537532
31639,NA1_5034886078
31640,NA1_5034857569
31641,NA1_5034839358
31642,NA1_5034822456
31643,NA1_5038245795
31644,NA1_5035972050
31645,NA1_5035947176
31646,NA1_5032899177
31647,NA1_5031676336
31648,NA1_5030423654
31649,NA1_5029111394
31650,NA1_5028494242
31651,NA1_5027241192
31652,NA1_5025232414
31653,NA1_5025220855
31654,NA1_5023839859
31655,NA1_5023828575
31656,NA1_5037629234
31657,NA1_5037617562
31658,NA1_5037606805
31659,NA1_5036899976
31660,NA1_5032161565
31661,NA1_5032004992
31662,NA1_5030965877
31663,NA1_5030853390
31664,NA1_5028474583
31665,NA1_5025819109
31666,NA1_5025808532
31667,NA1_5025180747
31668,NA1_5025142146
31669,NA1_5023436336
31670,NA1_5022148335
31671,NA1_5022113302
31672,NA1_5021895381
31673,NA1_5021881900
31674,NA1_5021860223
31675,NA1_5021763557
31676,NA1_5021754488
31677,NA1_5019608529
31678,NA1_5019574182
31679,NA1_5019296908
31680,NA1_5035689033
31681,NA1_5034219135
31682,NA1_5033192055
31683,NA1_5032726031
31684,NA1_5030311667
31685,NA1_5030297599
31686,NA1_5030285591
31687,NA1_5030241677
31688,NA1_5029676136
31689,NA1_5029666936
31690,NA1_5036047495
31691,NA1_5032096581
31692,NA1_5029609056
31693,NA1_5029594981
31694,NA1_5028667959
31695,NA1_5028578281
31696,NA1_5027518423
31697,NA1_5027504150
31698,NA1_5023919211
31699,NA1_5023892406
31700,NA1_5023877133
31701,NA1_5023284488
31702,NA1_5023260615
31703,NA1_5023238660
31704,NA1_5022822849
31705,NA1_5022770115
31706,NA1_5021230503
31707,NA1_5020103790
31708,NA1_5020067688
31709,NA1_5019969365
31710,NA1_5019817816
31711,NA1_5035550066
31712,NA1_5035496074
31713,NA1_5030344399
31714,NA1_5030338740
31715,NA1_5030027791
31716,NA1_5029999789
31717,NA1_5029591651
31718,NA1_5023769225
31719,NA1_5023760255
31720,NA1_5023750503
31721,NA1_5023718355
31722,NA1_5023696292
31723,NA1_5023667616
31724,NA1_5023644358
31725,NA1_5023615458
31726,NA1_5023586567
31727,NA1_5023564066
31728,NA1_5023529644
31729,NA1_5022362584
31730,NA1_5022345252
31731,NA1_5038987677
31732,NA1_5037442803
31733,NA1_5037389916
31734,NA1_5037000170
31735,NA1_5036698916
31736,NA1_5034558994
31737,NA1_5034532653
31738,NA1_5034101339
31739,NA1_5033594503
31740,NA1_5032580697
31741,NA1_5032560983
31742,NA1_5027279787
31743,NA1_5027256632
31744,NA1_5026664685
31745,NA1_5018680148
31746,NA1_5018643440
31747,NA1_5018621866
31748,NA1_5018137015
31749,NA1_5018124648
31750,NA1_5018106617
31751,NA1_5017521797
31752,NA1_5017507673
31753,NA1_5007675531
31754,NA1_5028832288
31755,NA1_5028699485
31756,NA1_5028669605
31757,NA1_5028403806
31758,NA1_5028377519
31759,NA1_5033911428
31760,NA1_5033842121
31761,NA1_5033775843
31762,NA1_5033697604
31763,NA1_5031833085
31764,NA1_5031812125
31765,NA1_5031203446
31766,NA1_5030556200
31767,NA1_5034393586
31768,NA1_5034360622
31769,NA1_5034092082
31770,NA1_5034073551
31771,NA1_5034064142
31772,NA1_5033542311
31773,NA1_5033522458
31774,NA1_5033503049
31775,NA1_5033487279
31776,NA1_5033480845
31777,NA1_5033466314
31778,NA1_5031381405
31779,NA1_5031355480
31780,NA1_5029547077
31781,NA1_5029545983
31782,NA1_5039005084
31783,NA1_5037753487
31784,NA1_5036022851
31785,NA1_5035708692
31786,NA1_5034782527
31787,NA1_5033137445
31788,NA1_5032984347
31789,NA1_5032971800
31790,NA1_5032952157
31791,NA1_5032861042
31792,NA1_5032833984
31793,NA1_5032292372
31794,NA1_5031865904
31795,NA1_5031442809
31796,NA1_5036213154
31797,NA1_5033722675
31798,NA1_5029906597
31799,NA1_5029654522
31800,NA1_5029653941
31801,NA1_5028602558
31802,NA1_5028586750
31803,NA1_5028054842
31804,NA1_5033420557
31805,NA1_5026041437
31806,NA1_5025995196
31807,NA1_5025155705
31808,NA1_5022176718
31809,NA1_5022144671
31810,NA1_5019236301
31811,NA1_5019205400
31812,NA1_5019180873
31813,NA1_5017573123
31814,NA1_5037531062
31815,NA1_5032556137
31816,NA1_5031977613
31817,NA1_5030532435
31818,NA1_5030515865
31819,NA1_5031168914
31820,NA1_5031126058
31821,NA1_5023989849
31822,NA1_5023973850
31823,NA1_5023303304
31824,NA1_5023285829
31825,NA1_5017127521
31826,NA1_5017110567
31827,NA1_5017095366
31828,NA1_5013624360
31829,NA1_5013599200
31830,NA1_5013579275
31831,NA1_5013562719
31832,NA1_5012299009
31833,NA1_5012267542
31834,NA1_5012249009
31835,NA1_5012224515
31836,NA1_5039102767
31837,NA1_5038787996
31838,NA1_5038120730
31839,NA1_5037532635
31840,NA1_5036375453
31841,NA1_5036283627
31842,NA1_5035758593
31843,NA1_5035734520
31844,NA1_5035621899
31845,NA1_5032425703
31846,NA1_5032331725
31847,NA1_5035798422
31848,NA1_5028878477
31849,NA1_5027038221
31850,NA1_5027007823
31851,NA1_5030943934
31852,NA1_5030912292
31853,NA1_5030902901
31854,NA1_5030847447
31855,NA1_5030255858
31856,NA1_5030238834
31857,NA1_5028161918
31858,NA1_5028097810
31859,NA1_5028051794
31860,NA1_5028025600
31861,NA1_5028006335
31862,NA1_5027120969
31863,NA1_5024557255
31864,NA1_5024370870
31865,NA1_5023705809
31866,NA1_5023637803
31867,NA1_5023602285
31868,NA1_5023035516
31869,NA1_5039089464
31870,NA1_5036909388
31871,NA1_5034364328
31872,NA1_5032346678
31873,NA1_5030473791
31874,NA1_5028553234
31875,NA1_5035215929
31876,NA1_5034451525
31877,NA1_5034426511
31878,NA1_5034192106
31879,NA1_5034176534
31880,NA1_5030866790
31881,NA1_5030847912
31882,NA1_5030000080
31883,NA1_5029970391
31884,NA1_5029953961
31885,NA1_5029620329
31886,NA1_5029606671
31887,NA1_5029601974
31888,NA1_5029580652
31889,NA1_5029324228
31890,NA1_5029289497
31891,NA1_5029278676
31892,NA1_5028958340
31893,NA1_5028941411
31894,NA1_5028918597
31895,NA1_5021712885
31896,NA1_5021709813
31897,NA1_5021693467
31898,NA1_5021686758
31899,NA1_5021666257
31900,NA1_5038530905
31901,NA1_5038467681
31902,NA1_5038083748
31903,NA1_5034363397
31904,NA1_5034167427
31905,NA1_5038911014
31906,NA1_5033916598
31907,NA1_5032767062
31908,NA1_5032671870
31909,NA1_5032624241
31910,NA1_5032597494
31911,NA1_5039158312
31912,NA1_5036738728
31913,NA1_5034323299
31914,NA1_5033741518
31915,NA1_5033558618
31916,NA1_5033543371
31917,NA1_5038532774
31918,NA1_5038509685
31919,NA1_5036529833
31920,NA1_5032974470
31921,NA1_5029237353
31922,NA1_5028456571
31923,NA1_5027303452
31924,NA1_5023345037
31925,NA1_5019658004
31926,NA1_5019010892
31927,NA1_5018307294
31928,NA1_5017079252
31929,NA1_5017069022
31930,NA1_5017043693
31931,NA1_5012246202
31932,NA1_5030483260
31933,NA1_5030463441
31934,NA1_5029162363
31935,NA1_5029135592
31936,NA1_5028861680
31937,NA1_5028837851
31938,NA1_5028786837
31939,NA1_5028716495
31940,NA1_5028167877
31941,NA1_5037306560
31942,NA1_5033058479
31943,NA1_5033045541
31944,NA1_5037734823
31945,NA1_5037721146
31946,NA1_5037710417
31947,NA1_5032443046
31948,NA1_5032381176
31949,NA1_5031955592
31950,NA1_5031901151
31951,NA1_5031521371
31952,NA1_5014302441
31953,NA1_5038208520
31954,NA1_5027832008
31955,NA1_5027816276
31956,NA1_5027163389
31957,NA1_5027153146
31958,NA1_5017924986
31959,NA1_5017438346
31960,NA1_5017416806
31961,NA1_5029580301
31962,NA1_5029016415
31963,NA1_5029011119
31964,NA1_5029003445
31965,NA1_5028682964
31966,NA1_5028620284
31967,NA1_5028392680
31968,NA1_5028342308
31969,NA1_5027148982
31970,NA1_5027138339
31971,NA1_5023992552
31972,NA1_5022078947
31973,NA1_5022045557
31974,NA1_5021474641
31975,NA1_5021299883
31976,NA1_5020593492
31977,NA1_5038191482
31978,NA1_5035079411
31979,NA1_5033433488
31980,NA1_5033111465
31981,NA1_5033060142
31982,NA1_5033043297
31983,NA1_5036185016
31984,NA1_5034341469
31985,NA1_5039119188
31986,NA1_5038760179
31987,NA1_5035879688
31988,NA1_5032742625
31989,NA1_5024352587
31990,NA1_5024330460
31991,NA1_5023768678
31992,NA1_5022804899
31993,NA1_5033357973
31994,NA1_5032891421
31995,NA1_5032879409
31996,NA1_5032863542
31997,NA1_5032853548
31998,NA1_5032152945
31999,NA1_5031530506
32000,NA1_5031059989
32001,NA1_5038994925
32002,NA1_5034824458
32003,NA1_5033598354
32004,NA1_5033585032
32005,NA1_5033471177
32006,NA1_5032103155
32007,NA1_5032057098
32008,NA1_5032023570
32009,NA1_5031510857
32010,NA1_5030826531
32011,NA1_5030667624
32012,NA1_5038075077
32013,NA1_5036896182
32014,NA1_5036748576
32015,NA1_5034216243
32016,NA1_5033591178
32017,NA1_5033421376
32018,NA1_5033222439
32019,NA1_5033202604
32020,NA1_5032521457
32021,NA1_5030515638
32022,NA1_5030452553
32023,NA1_5030436961
32024,NA1_5028656729
32025,NA1_5028010059
32026,NA1_5026118522
32027,NA1_5026089702
32028,NA1_5025279955
32029,NA1_5039252018
32030,NA1_5033454611
32031,NA1_5032889297
32032,NA1_5031965596
32033,NA1_5031919943
32034,NA1_5027479847
32035,NA1_5026032773
32036,NA1_5025995028
32037,NA1_5022170722
32038,NA1_5020773335
32039,NA1_5033881896
32040,NA1_5026931270
32041,NA1_5026876359
32042,NA1_5026849424
32043,NA1_5026828099
32044,NA1_5026451405
32045,NA1_5026432713
32046,NA1_5026392933
32047,NA1_5025751289
32048,NA1_5017339989
32049,NA1_5017283959
32050,NA1_5015909729
32051,NA1_5015710893
32052,NA1_5015692457
32053,NA1_5015397610
32054,NA1_5033222521
32055,NA1_5031762442
32056,NA1_5031747103
32057,NA1_5031412993
32058,NA1_5031384218
32059,NA1_5026073283
32060,NA1_5025970230
32061,NA1_5025924289
32062,NA1_5021198537
32063,NA1_5020837716
32064,NA1_5020588965
32065,NA1_5020567464
32066,NA1_5020431580
32067,NA1_5019418676
32068,NA1_5019160025
32069,NA1_5027312900
32070,NA1_5026452037
32071,NA1_5026401731
32072,NA1_5026323470
32073,NA1_5025011924
32074,NA1_5024769265
32075,NA1_5024755776
32076,NA1_5024028064
32077,NA1_5023584051
32078,NA1_5022772789
32079,NA1_5022689575
32080,NA1_5021942050
32081,NA1_5021834180
32082,NA1_5021489344
32083,NA1_5021074462
32084,NA1_5020080693
32085,NA1_5019652146
32086,NA1_5019288078
32087,NA1_5039229829
32088,NA1_5038152881
32089,NA1_5038125828
32090,NA1_5038098159
32091,NA1_5037897091
32092,NA1_5037842317
32093,NA1_5037822386
32094,NA1_5037777119
32095,NA1_5037765410
32096,NA1_5037501910
32097,NA1_5037396057
32098,NA1_5037346692
32099,NA1_5037318722
32100,NA1_5037229649
32101,NA1_5037214215
32102,NA1_5035235272
32103,NA1_5031562514
32104,NA1_5030937374
32105,NA1_5030893645
32106,NA1_5029992015
32107,NA1_5029961378
32108,NA1_5029266109
32109,NA1_5029247273
32110,NA1_5027327339
32111,NA1_5027314326
32112,NA1_5027294620
32113,NA1_5027277592
32114,NA1_5026836889
32115,NA1_5026577065
32116,NA1_5026562373
32117,NA1_5026552708
32118,NA1_5033634113
32119,NA1_5032582501
32120,NA1_5032443664
32121,NA1_5029858430
32122,NA1_5029327066
32123,NA1_5019861469
32124,NA1_5019843662
32125,NA1_5019804469
32126,NA1_5019788888
32127,NA1_5018764583
32128,NA1_5018754801
32129,NA1_5018731862
32130,NA1_5037930568
32131,NA1_5031189895
32132,NA1_5030659058
32133,NA1_5029414085
32134,NA1_5029353912
32135,NA1_5028582506
32136,NA1_5027941301
32137,NA1_5027468256
32138,NA1_5026808473
32139,NA1_5026789067
32140,NA1_5012106923
32141,NA1_5011432520
32142,NA1_4982252421
32143,NA1_5031498776
32144,NA1_5031480770
32145,NA1_5029398682
32146,NA1_5029378142
32147,NA1_5028697138
32148,NA1_5028653007
32149,NA1_5028618939
32150,NA1_5028576220
32151,NA1_5026908066
32152,NA1_5026876599
32153,NA1_5030921478
32154,NA1_5023746617
32155,NA1_5022364325
32156,NA1_5022357736
32157,NA1_5022338076
32158,NA1_5022309449
32159,NA1_5020824929
32160,NA1_5020142625
32161,NA1_5019480181
32162,NA1_5019465579
32163,NA1_5019452402
32164,NA1_5019443947
32165,NA1_5018766464
32166,NA1_5018738330
32167,NA1_5037637174
32168,NA1_5037114120
32169,NA1_5033461592
32170,NA1_5033453947
32171,NA1_5033432790
32172,NA1_5033415774
32173,NA1_5033407190
32174,NA1_5033396349
32175,NA1_5033388312
32176,NA1_5033385213
32177,NA1_5033376398
32178,NA1_5033370179
32179,NA1_5039015646
32180,NA1_5038589120
32181,NA1_5037741604
32182,NA1_5037727733
32183,NA1_5037211776
32184,NA1_5036017431
32185,NA1_5031659698
32186,NA1_5030393344
32187,NA1_5029968852
32188,NA1_5029942236
32189,NA1_5029739011
32190,NA1_5029723245
32191,NA1_5029110610
32192,NA1_5029103387
32193,NA1_5028540376
32194,NA1_5034796986
32195,NA1_5034723646
32196,NA1_5034712260
32197,NA1_5032814800
32198,NA1_5032803338
32199,NA1_5031712682
32200,NA1_5031680587
32201,NA1_5031670540
32202,NA1_5031000569
32203,NA1_5030997799
32204,NA1_5029118153
32205,NA1_5035481524
32206,NA1_5034764706
32207,NA1_5029865662
32208,NA1_5029841377
32209,NA1_5028014094
32210,NA1_5027375153
32211,NA1_5025357205
32212,NA1_5025335023
32213,NA1_5024039072
32214,NA1_5021280332
32215,NA1_5021256076
32216,NA1_5021237880
32217,NA1_5019081986
32218,NA1_5006019923
32219,NA1_5005362911
32220,NA1_4999991633
32221,NA1_4999977368
32222,NA1_4999953582
32223,NA1_4999916327
32224,NA1_5039021136
32225,NA1_5038988584
32226,NA1_5038340469
32227,NA1_5038325638
32228,NA1_5037143005
32229,NA1_5036038356
32230,NA1_5034714484
32231,NA1_5034166143
32232,NA1_5034119174
32233,NA1_5033506562
32234,NA1_5032906183
32235,NA1_5034448518
32236,NA1_5034385510
32237,NA1_5038364787
32238,NA1_5035594312
32239,NA1_5032007768
32240,NA1_5031400717
32241,NA1_5031365624
32242,NA1_5028165678
32243,NA1_5028148995
32244,NA1_5028113926
32245,NA1_5028077894
32246,NA1_5028050791
32247,NA1_5027908592
32248,NA1_5027901910
32249,NA1_5027867944
32250,NA1_5026700298
32251,NA1_5026343140
32252,NA1_5026315090
32253,NA1_5026285240
32254,NA1_5026252558
32255,NA1_5036820193
32256,NA1_5031383384
32257,NA1_5030780230
32258,NA1_5030508436
32259,NA1_5030346868
32260,NA1_5029306850
32261,NA1_5029262618
32262,NA1_5036427818
32263,NA1_5033413926
32264,NA1_5033394843
32265,NA1_5031576494
32266,NA1_5030854637
32267,NA1_5030834194
32268,NA1_5027706321
32269,NA1_5026898020
32270,NA1_5026864598
32271,NA1_5024830661
32272,NA1_5022335066
32273,NA1_5022299232
32274,NA1_5022269505
32275,NA1_5028705374
32276,NA1_5026565156
32277,NA1_5018834039
32278,NA1_5014704650
32279,NA1_5038814282
32280,NA1_5036161412
32281,NA1_5031258829
32282,NA1_5029232358
32283,NA1_5028827787
32284,NA1_5026089073
32285,NA1_5026001827
32286,NA1_5025729712
32287,NA1_5025623748
32288,NA1_5025596750
32289,NA1_5033681005
32290,NA1_5033657251
32291,NA1_5032140339
32292,NA1_5031848404
32293,NA1_5035170565
32294,NA1_5034507679
32295,NA1_5034485857
32296,NA1_5034419315
32297,NA1_5031345904
32298,NA1_5029406331
32299,NA1_5026922617
32300,NA1_5026461514
32301,NA1_5026444101
32302,NA1_5026415692
32303,NA1_5024993494
32304,NA1_5024964703
32305,NA1_5024944108
32306,NA1_5032800305
32307,NA1_5032763160
32308,NA1_5032751160
32309,NA1_5032736719
32310,NA1_5032703261
32311,NA1_5032683453
32312,NA1_5032153248
32313,NA1_5032154833
32314,NA1_5031579312
32315,NA1_5031545141
32316,NA1_5037450380
32317,NA1_5036840828
32318,NA1_5036423374
32319,NA1_5028663595
32320,NA1_5034407947
32321,NA1_5033855268
32322,NA1_5033791252
32323,NA1_5033776737
32324,NA1_5032422367
32325,NA1_5032376831
32326,NA1_5031451310
32327,NA1_5038466914
32328,NA1_5031685697
32329,NA1_5028979132
32330,NA1_5028934054
32331,NA1_5028644882
32332,NA1_5028597705
32333,NA1_5039246191
32334,NA1_5036451398
32335,NA1_5036440001
32336,NA1_5034523946
32337,NA1_5038637842
32338,NA1_5037541047
32339,NA1_5037305163
32340,NA1_5037281175
32341,NA1_5037258342
32342,NA1_5037480373
32343,NA1_5036542427
32344,NA1_5035584712
32345,NA1_5035544746
32346,NA1_5035515728
32347,NA1_5034921610
32348,NA1_5034900756
32349,NA1_5034870238
32350,NA1_5034248391
32351,NA1_5034231342
32352,NA1_5033603153
32353,NA1_5033588349
32354,NA1_5033565707
32355,NA1_5033003819
32356,NA1_5035648378
32357,NA1_5035624864
32358,NA1_5034733198
32359,NA1_5034440757
32360,NA1_5034411108
32361,NA1_5034301397
32362,NA1_5034268527
32363,NA1_5034226702
32364,NA1_5034182478
32365,NA1_5034130304
32366,NA1_5033627209
32367,NA1_5037951376
32368,NA1_5032467538
32369,NA1_5031021357
32370,NA1_5030537472
32371,NA1_5030434001
32372,NA1_5030323115
32373,NA1_5030308478
32374,NA1_5026183387
32375,NA1_5018504386
32376,NA1_5018480609
32377,NA1_5012453137
32378,NA1_5012420112
32379,NA1_5012380343
32380,NA1_5012344907
32381,NA1_5009539630
32382,NA1_5009509101
32383,NA1_5009482079
32384,NA1_5009449909
32385,NA1_5009417946
32386,NA1_5008299096
32387,NA1_5008280435
32388,NA1_5008238618
32389,NA1_5032691759
32390,NA1_5026891151
32391,NA1_5025410211
32392,NA1_5025377720
32393,NA1_5024080378
32394,NA1_5023883359
32395,NA1_5023299112
32396,NA1_5023258694
32397,NA1_5014980009
32398,NA1_5014953715
32399,NA1_5014934460
32400,NA1_5034128091
32401,NA1_5029776117
32402,NA1_5029384182
32403,NA1_5027901604
32404,NA1_5027875663
32405,NA1_5027404966
32406,NA1_5025874298
32407,NA1_5023820242
32408,NA1_5023817876
32409,NA1_5023802659
32410,NA1_5023178725
32411,NA1_5023174855
32412,NA1_5022157408
32413,NA1_5021888531
32414,NA1_5036636924
32415,NA1_5036589511
32416,NA1_5035507683
32417,NA1_5035491067
32418,NA1_5035474806
32419,NA1_5035257826
32420,NA1_5035230373
32421,NA1_5035222022
32422,NA1_5035202150
32423,NA1_5033646336
32424,NA1_5033111857
32425,NA1_5033044590
32426,NA1_5031502974
32427,NA1_5028761680
32428,NA1_5028726078
32429,NA1_5028063223
32430,NA1_5027720438
32431,NA1_5027702572
32432,NA1_5027530710
32433,NA1_5027509348
32434,NA1_5027418934
32435,NA1_5032032794
32436,NA1_5031936104
32437,NA1_5031362284
32438,NA1_5030828207
32439,NA1_5030768980
32440,NA1_5030739884
32441,NA1_5030617695
32442,NA1_5029516274
32443,NA1_5029468862
32444,NA1_5029435941
32445,NA1_5029392525
32446,NA1_5036774032
32447,NA1_5031051213
32448,NA1_5032494831
32449,NA1_5024771941
32450,NA1_5024133809
32451,NA1_5020803415
32452,NA1_5020765464
32453,NA1_5020751931
32454,NA1_5020714493
32455,NA1_5020607868
32456,NA1_5010033030
32457,NA1_5009654014
32458,NA1_5009629868
32459,NA1_5009594692
32460,NA1_5009371564
32461,NA1_5009348518
32462,NA1_5036737892
32463,NA1_5034018485
32464,NA1_5033515583
32465,NA1_5024038623
32466,NA1_5024021768
32467,NA1_5024004936
32468,NA1_5023993018
32469,NA1_5021982561
32470,NA1_5020431664
32471,NA1_5020416292
32472,NA1_5020317414
32473,NA1_5020305304
32474,NA1_5017736855
32475,NA1_5017713466
32476,NA1_5017051462
32477,NA1_5017032716
32478,NA1_5028359479
32479,NA1_5028299962
32480,NA1_5028285884
32481,NA1_5035513851
32482,NA1_5035461491
32483,NA1_5035440595
32484,NA1_5035283795
32485,NA1_5035275070
32486,NA1_5035268210
32487,NA1_5035255550
32488,NA1_5035247517
32489,NA1_5035241391
32490,NA1_5035223700
32491,NA1_5035205562
32492,NA1_5035836328
32493,NA1_5035827776
32494,NA1_5035771545
32495,NA1_5035752002
32496,NA1_5035728790
32497,NA1_5035690072
32498,NA1_5035659418
32499,NA1_5035639767
32500,NA1_5035605336
32501,NA1_5035500699
32502,NA1_5032074035
32503,NA1_5032496522
32504,NA1_5032474177
32505,NA1_5032189924
32506,NA1_5027333623
32507,NA1_5027328043
32508,NA1_5027131577
32509,NA1_5027121341
32510,NA1_5026451732
32511,NA1_5024075147
32512,NA1_5023783195
32513,NA1_5032666198
32514,NA1_5032650219
32515,NA1_5032624380
32516,NA1_5031993212
32517,NA1_5038058909
32518,NA1_5030409600
32519,NA1_5030397231
32520,NA1_5030144355
32521,NA1_5030110470
32522,NA1_5029116875
32523,NA1_5028786503
32524,NA1_5028486543
32525,NA1_5035318279
32526,NA1_5035297715
32527,NA1_5034781641
32528,NA1_5027779651
32529,NA1_5027771783
32530,NA1_5027200304
32531,NA1_5027192806
32532,NA1_5026611096
32533,NA1_5026601958
32534,NA1_5026569087
32535,NA1_5026561821
32536,NA1_5026262460
32537,NA1_5029361232
32538,NA1_5029107125
32539,NA1_5028801975
32540,NA1_5028769934
32541,NA1_5028597969
32542,NA1_5028573893
32543,NA1_5028479939
32544,NA1_5028247678
32545,NA1_5028196760
32546,NA1_5028163827
32547,NA1_5028120903
32548,NA1_5028087465
32549,NA1_5028079683
32550,NA1_5028006320
32551,NA1_5027988927
32552,NA1_5027965570
32553,NA1_5027943618
32554,NA1_5033471422
32555,NA1_5033460511
32556,NA1_5027095384
32557,NA1_5027058754
32558,NA1_5036688923
32559,NA1_5032233773
32560,NA1_5031411397
32561,NA1_5030852198
32562,NA1_5030828595
32563,NA1_5027784439
32564,NA1_5026787188
32565,NA1_5026759679
32566,NA1_5026573817
32567,NA1_5026565883
32568,NA1_5026552369
32569,NA1_5026542654
32570,NA1_5026103292
32571,NA1_5026027922
32572,NA1_5026000547
32573,NA1_5024602730
32574,NA1_5024592796
32575,NA1_5024555880
32576,NA1_5031252750
32577,NA1_5031218681
32578,NA1_5031184733
32579,NA1_5031170853
32580,NA1_5030934067
32581,NA1_5030919267
32582,NA1_5030904360
32583,NA1_5030871985
32584,NA1_5030169864
32585,NA1_5028173704
32586,NA1_5028148073
32587,NA1_5028104480
32588,NA1_5028088184
32589,NA1_5027887555
32590,NA1_5027881353
32591,NA1_5026719914
32592,NA1_5026697494
32593,NA1_5037607362
32594,NA1_5037115892
32595,NA1_5032138161
32596,NA1_5029886224
32597,NA1_5029628734
32598,NA1_5029626418
32599,NA1_5029611596
32600,NA1_5029605410
32601,NA1_5029569235
32602,NA1_5029539322
32603,NA1_5029501851
32604,NA1_5029472206
32605,NA1_5029450171
32606,NA1_5029425641
32607,NA1_5029394570
32608,NA1_5029381777
32609,NA1_5029348901
32610,NA1_5029322525
32611,NA1_5038958350
32612,NA1_5034222267
32613,NA1_5034202278
32614,NA1_5034134842
32615,NA1_5022490628
32616,NA1_5021975051
32617,NA1_5021954020
32618,NA1_5021932503
32619,NA1_5021917294
32620,NA1_5021886756
32621,NA1_5033130745
32622,NA1_5033105271
32623,NA1_5033085866
32624,NA1_5031099166
32625,NA1_5031078910
32626,NA1_5029960341
32627,NA1_5029942124
32628,NA1_5027022414
32629,NA1_5026970180
32630,NA1_5036101799
32631,NA1_5030525474
32632,NA1_5030493179
32633,NA1_5030434513
32634,NA1_5030126777
32635,NA1_5028307078
32636,NA1_5027248990
32637,NA1_5027216189
32638,NA1_5027206910
32639,NA1_5037704891
32640,NA1_5037685953
32641,NA1_5035384095
32642,NA1_5032511088
32643,NA1_5030442307
32644,NA1_5028540668
32645,NA1_5027997818
32646,NA1_5027797268
32647,NA1_5027438558
32648,NA1_5027319673
32649,NA1_5034264148
32650,NA1_5034165811
32651,NA1_5034147168
32652,NA1_5033825668
32653,NA1_5037976768
32654,NA1_5032700785
32655,NA1_5026702808
32656,NA1_5026664127
32657,NA1_5025589192
32658,NA1_5025526493
32659,NA1_5025467033
32660,NA1_5025443076
32661,NA1_5024195467
32662,NA1_5024159293
32663,NA1_5023470380
32664,NA1_5023423264
32665,NA1_5023402942
32666,NA1_5037863368
32667,NA1_5037720704
32668,NA1_5034792289
32669,NA1_5034776526
32670,NA1_5033619141
32671,NA1_5033195718
32672,NA1_5033153064
32673,NA1_5033129300
32674,NA1_5033108751
32675,NA1_5033053647
32676,NA1_5033027148
32677,NA1_5038581095
32678,NA1_5028620753
32679,NA1_5028596171
32680,NA1_5018323402
32681,NA1_5018276528
32682,NA1_5013603472
32683,NA1_5013586688
32684,NA1_5008673114
32685,NA1_5008638752
32686,NA1_5008617021
32687,NA1_5008581874
32688,NA1_5008565115
32689,NA1_5007825227
32690,NA1_5028347808
32691,NA1_5028284073
32692,NA1_5027380281
32693,NA1_5026054411
32694,NA1_5025523215
32695,NA1_5025507962
32696,NA1_5022519271
32697,NA1_5022502675
32698,NA1_5022497016
32699,NA1_5022485344
32700,NA1_5021966853
32701,NA1_5021950746
32702,NA1_5021922105
32703,NA1_5021265993
32704,NA1_5035205496
32705,NA1_5030679066
32706,NA1_5029808139
32707,NA1_5029195335
32708,NA1_5025691318
32709,NA1_5025668479
32710,NA1_5025072836
32711,NA1_5025046636
32712,NA1_5024992225
32713,NA1_5024385983
32714,NA1_5037383113
32715,NA1_5037266830
32716,NA1_5037207509
32717,NA1_5035590919
32718,NA1_5028705397
32719,NA1_5028132232
32720,NA1_5028075272
32721,NA1_5028025766
32722,NA1_5021983680
32723,NA1_5020393181
32724,NA1_5036416178
32725,NA1_5033344468
32726,NA1_5033339205
32727,NA1_5032068625
32728,NA1_5022771554
32729,NA1_5021440781
32730,NA1_5021397868
32731,NA1_5021349237
32732,NA1_5021322841
32733,NA1_5021283226
32734,NA1_5021263074
32735,NA1_5020609100
32736,NA1_5020527313
32737,NA1_5020501444
32738,NA1_5019705270
32739,NA1_5019695738
32740,NA1_5034847482
32741,NA1_5034833769
32742,NA1_5034808805
32743,NA1_5034788842
32744,NA1_5034763082
32745,NA1_5034572269
32746,NA1_5034525983
32747,NA1_5034205935
32748,NA1_5034179207
32749,NA1_5034161790
32750,NA1_5034139414
32751,NA1_5033597575
32752,NA1_5033576600
32753,NA1_5033191212
32754,NA1_5033168209
32755,NA1_5033078088
32756,NA1_5033056012
32757,NA1_5033038909
32758,NA1_5033017190
32759,NA1_5032939118
32760,NA1_5032926791
32761,NA1_5037100287
32762,NA1_5037084413
32763,NA1_5028262409
32764,NA1_5028154815
32765,NA1_5027580458
32766,NA1_5027545681
